Jar,Species,Treatment,Day,Replicate,Sample.Day,Community,Species.Richness,Abundance
62,Loxocephallus,U1.5,21,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,Blepharisma,U1.5,21,2,1,P.caudatum+Loxocephallus+Blepharisma,3,360
63,P.caudatum,U1.5,21,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Loxocephallus,U1.5,21,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Blepharisma,U1.5,21,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
64,P.caudatum,U0.75,21,1,1,P.caudatum,1,900
65,P.caudatum,U0.75,21,2,1,P.caudatum,1,420
66,P.caudatum,U0.75,21,3,1,P.caudatum,1,1020
67,Loxocephallus,U0.75,21,1,1,Loxocephallus,1,1800
68,Loxocephallus,U0.75,21,2,1,Loxocephallus,1,NA
69,Loxocephallus,U0.75,21,3,1,Loxocephallus,1,1500
70,Blepharisma,U0.75,21,1,1,Blepharisma,1,1260
71,Blepharisma,U0.75,21,2,1,Blepharisma,1,1440
72,Blepharisma,U0.75,21,3,1,Blepharisma,1,1260
73,P.caudatum,U0.75,21,1,1,P.caudatum+Loxocephallus,2,180
73,Loxocephallus,U0.75,21,1,1,P.caudatum+Loxocephallus,2,0
74,P.caudatum,U0.75,21,2,1,P.caudatum+Loxocephallus,2,660
74,Loxocephallus,U0.75,21,2,1,P.caudatum+Loxocephallus,2,0
75,P.caudatum,U0.75,21,3,1,P.caudatum+Loxocephallus,2,1020
75,Loxocephallus,U0.75,21,3,1,P.caudatum+Loxocephallus,2,0
76,P.caudatum,U0.75,21,1,1,P.caudatum+Blepharisma,2,120
76,Blepharisma,U0.75,21,1,1,P.caudatum+Blepharisma,2,540
77,P.caudatum,U0.75,21,2,1,P.caudatum+Blepharisma,2,240
77,Blepharisma,U0.75,21,2,1,P.caudatum+Blepharisma,2,360
78,P.caudatum,U0.75,21,3,1,P.caudatum+Blepharisma,2,90
78,Blepharisma,U0.75,21,3,1,P.caudatum+Blepharisma,2,420
79,Blepharisma,U0.75,21,1,1,Blepharisma+Loxocephallus,2,1620
79,Loxocephallus,U0.75,21,1,1,Blepharisma+Loxocephallus,2,0
80,Blepharisma,U0.75,21,2,1,Blepharisma+Loxocephallus,2,1860
80,Loxocephallus,U0.75,21,2,1,Blepharisma+Loxocephallus,2,0
81,Blepharisma,U0.75,21,3,1,Blepharisma+Loxocephallus,2,2160
81,Loxocephallus,U0.75,21,3,1,Blepharisma+Loxocephallus,2,0
82,P.caudatum,U0.75,21,1,1,P.caudatum+Loxocephallus+Blepharisma,3,360
82,Loxocephallus,U0.75,21,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
82,Blepharisma,U0.75,21,1,1,P.caudatum+Loxocephallus+Blepharisma,3,180
83,P.caudatum,U0.75,21,2,1,P.caudatum+Loxocephallus+Blepharisma,3,60
83,Loxocephallus,U0.75,21,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,Blepharisma,U0.75,21,2,1,P.caudatum+Loxocephallus+Blepharisma,3,300
84,P.caudatum,U0.75,21,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Loxocephallus,U0.75,21,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Blepharisma,U0.75,21,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
85,P.caudatum,U0.5,21,1,1,P.caudatum,1,660
86,P.caudatum,U0.5,21,2,1,P.caudatum,1,780
87,P.caudatum,U0.5,21,3,1,P.caudatum,1,1080
88,Loxocephallus,U0.5,21,1,1,Loxocephallus,1,1740
89,Loxocephallus,U0.5,21,2,1,Loxocephallus,1,1500
90,Loxocephallus,U0.5,21,3,1,Loxocephallus,1,1680
91,Blepharisma,U0.5,21,1,1,Blepharisma,1,1260
92,Blepharisma,U0.5,21,2,1,Blepharisma,1,1980
93,Blepharisma,U0.5,21,3,1,Blepharisma,1,2040
94,P.caudatum,U0.5,21,1,1,P.caudatum+Loxocephallus,2,540
94,Loxocephallus,U0.5,21,1,1,P.caudatum+Loxocephallus,2,0
95,P.caudatum,U0.5,21,2,1,P.caudatum+Loxocephallus,2,120
95,Loxocephallus,U0.5,21,2,1,P.caudatum+Loxocephallus,2,0
96,P.caudatum,U0.5,21,3,1,P.caudatum+Loxocephallus,2,180
96,Loxocephallus,U0.5,21,3,1,P.caudatum+Loxocephallus,2,0
97,P.caudatum,U0.5,21,1,1,P.caudatum+Blepharisma,2,540
97,Blepharisma,U0.5,21,1,1,P.caudatum+Blepharisma,2,180
98,P.caudatum,U0.5,21,2,1,P.caudatum+Blepharisma,2,180
98,Blepharisma,U0.5,21,2,1,P.caudatum+Blepharisma,2,240
99,P.caudatum,U0.5,21,3,1,P.caudatum+Blepharisma,2,120
99,Blepharisma,U0.5,21,3,1,P.caudatum+Blepharisma,2,420
100,Blepharisma,U0.5,21,1,1,Blepharisma+Loxocephallus,2,1980
100,Loxocephallus,U0.5,21,1,1,Blepharisma+Loxocephallus,2,0
101,Blepharisma,U0.5,21,2,1,Blepharisma+Loxocephallus,2,2340
101,Loxocephallus,U0.5,21,2,1,Blepharisma+Loxocephallus,2,0
102,Blepharisma,U0.5,21,3,1,Blepharisma+Loxocephallus,2,1740
102,Loxocephallus,U0.5,21,3,1,Blepharisma+Loxocephallus,2,0
103,P.caudatum,U0.5,21,1,1,P.caudatum+Loxocephallus+Blepharisma,3,300
103,Loxocephallus,U0.5,21,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,Blepharisma,U0.5,21,1,1,P.caudatum+Loxocephallus+Blepharisma,3,420
104,P.caudatum,U0.5,21,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
104,Loxocephallus,U0.5,21,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
104,Blepharisma,U0.5,21,2,1,P.caudatum+Loxocephallus+Blepharisma,3,240
105,P.caudatum,U0.5,21,3,1,P.caudatum+Loxocephallus+Blepharisma,3,120
105,Loxocephallus,U0.5,21,3,1,P.caudatum+Loxocephallus+Blepharisma,3,0
105,Blepharisma,U0.5,21,3,1,P.caudatum+Loxocephallus+Blepharisma,3,120
1,P.caudatum,S,25,1,1,P.caudatum,1,600
2,P.caudatum,S,25,2,1,P.caudatum,1,660
3,P.caudatum,S,25,3,1,P.caudatum,1,300
4,Loxocephallus,S,25,1,1,Loxocephallus,1,1320
5,Loxocephallus,S,25,2,1,Loxocephallus,1,900
6,Loxocephallus,S,25,3,1,Loxocephallus,1,1920
7,Blepharisma,S,25,1,1,Blepharisma,1,1380
8,Blepharisma,S,25,2,1,Blepharisma,1,1260
9,Blepharisma,S,25,3,1,Blepharisma,1,1620
10,P.caudatum,S,25,1,1,P.caudatum+Loxocephallus,2,420
10,Loxocephallus,S,25,1,1,P.caudatum+Loxocephallus,2,0
11,P.caudatum,S,25,2,1,P.caudatum+Loxocephallus,2,480
11,Loxocephallus,S,25,2,1,P.caudatum+Loxocephallus,2,0
12,P.caudatum,S,25,3,1,P.caudatum+Loxocephallus,2,1860
12,Loxocephallus,S,25,3,1,P.caudatum+Loxocephallus,2,0
13,P.caudatum,S,25,1,1,P.caudatum+Blepharisma,2,300
13,Blepharisma,S,25,1,1,P.caudatum+Blepharisma,2,420
14,P.caudatum,S,25,2,1,P.caudatum+Blepharisma,2,60
14,Blepharisma,S,25,2,1,P.caudatum+Blepharisma,2,360
15,P.caudatum,S,25,3,1,P.caudatum+Blepharisma,2,660
15,Blepharisma,S,25,3,1,P.caudatum+Blepharisma,2,120
16,Blepharisma,S,25,1,1,Blepharisma+Loxocephallus,2,1980
16,Loxocephallus,S,25,1,1,Blepharisma+Loxocephallus,2,0
17,Blepharisma,S,25,2,1,Blepharisma+Loxocephallus,2,1980
17,Loxocephallus,S,25,2,1,Blepharisma+Loxocephallus,2,0
18,Blepharisma,S,25,3,1,Blepharisma+Loxocephallus,2,1080
18,Loxocephallus,S,25,3,1,Blepharisma+Loxocephallus,2,0
19,P.caudatum,S,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
19,Loxocephallus,S,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
19,Blepharisma,S,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
20,P.caudatum,S,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
20,Loxocephallus,S,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
20,Blepharisma,S,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
21,P.caudatum,S,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Loxocephallus,S,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Blepharisma,S,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
22,P.caudatum,U3,25,1,1,P.caudatum,1,480
23,P.caudatum,U3,25,2,1,P.caudatum,1,780
24,P.caudatum,U3,25,3,1,P.caudatum,1,360
25,Loxocephallus,U3,25,1,1,Loxocephallus,1,NA
26,Loxocephallus,U3,25,2,1,Loxocephallus,1,240
27,Loxocephallus,U3,25,3,1,Loxocephallus,1,300
28,Blepharisma,U3,25,1,1,Blepharisma,1,1380
29,Blepharisma,U3,25,2,1,Blepharisma,1,1260
30,Blepharisma,U3,25,3,1,Blepharisma,1,960
31,P.caudatum,U3,25,1,1,P.caudatum+Loxocephallus,2,420
31,Loxocephallus,U3,25,1,1,P.caudatum+Loxocephallus,2,0
32,P.caudatum,U3,25,2,1,P.caudatum+Loxocephallus,2,180
32,Loxocephallus,U3,25,2,1,P.caudatum+Loxocephallus,2,0
33,P.caudatum,U3,25,3,1,P.caudatum+Loxocephallus,2,840
33,Loxocephallus,U3,25,3,1,P.caudatum+Loxocephallus,2,0
34,P.caudatum,U3,25,1,1,P.caudatum+Blepharisma,2,180
34,Blepharisma,U3,25,1,1,P.caudatum+Blepharisma,2,180
35,P.caudatum,U3,25,2,1,P.caudatum+Blepharisma,2,420
35,Blepharisma,U3,25,2,1,P.caudatum+Blepharisma,2,300
36,P.caudatum,U3,25,3,1,P.caudatum+Blepharisma,2,360
36,Blepharisma,U3,25,3,1,P.caudatum+Blepharisma,2,300
37,Blepharisma,U3,25,1,1,Blepharisma+Loxocephallus,2,2040
37,Loxocephallus,U3,25,1,1,Blepharisma+Loxocephallus,2,0
38,Blepharisma,U3,25,2,1,Blepharisma+Loxocephallus,2,1980
38,Loxocephallus,U3,25,2,1,Blepharisma+Loxocephallus,2,0
39,Blepharisma,U3,25,3,1,Blepharisma+Loxocephallus,2,NA
39,Loxocephallus,U3,25,3,1,Blepharisma+Loxocephallus,2,NA
40,P.caudatum,U3,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,360
40,Loxocephallus,U3,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Blepharisma,U3,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
41,P.caudatum,U3,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
41,Loxocephallus,U3,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,Blepharisma,U3,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,240
42,P.caudatum,U3,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Loxocephallus,U3,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Blepharisma,U3,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
43,P.caudatum,U1.5,25,1,1,P.caudatum,1,660
44,P.caudatum,U1.5,25,2,1,P.caudatum,1,540
45,P.caudatum,U1.5,25,3,1,P.caudatum,1,960
46,Loxocephallus,U1.5,25,1,1,Loxocephallus,1,420
47,Loxocephallus,U1.5,25,2,1,Loxocephallus,1,1080
48,Loxocephallus,U1.5,25,3,1,Loxocephallus,1,300
49,Blepharisma,U1.5,25,1,1,Blepharisma,1,1740
50,Blepharisma,U1.5,25,2,1,Blepharisma,1,1920
51,Blepharisma,U1.5,25,3,1,Blepharisma,1,1500
52,P.caudatum,U1.5,25,1,1,P.caudatum+Loxocephallus,2,240
52,Loxocephallus,U1.5,25,1,1,P.caudatum+Loxocephallus,2,0
53,P.caudatum,U1.5,25,2,1,P.caudatum+Loxocephallus,2,360
53,Loxocephallus,U1.5,25,2,1,P.caudatum+Loxocephallus,2,0
54,P.caudatum,U1.5,25,3,1,P.caudatum+Loxocephallus,2,420
54,Loxocephallus,U1.5,25,3,1,P.caudatum+Loxocephallus,2,0
55,P.caudatum,U1.5,25,1,1,P.caudatum+Blepharisma,2,120
55,Blepharisma,U1.5,25,1,1,P.caudatum+Blepharisma,2,540
56,P.caudatum,U1.5,25,2,1,P.caudatum+Blepharisma,2,480
56,Blepharisma,U1.5,25,2,1,P.caudatum+Blepharisma,2,360
57,P.caudatum,U1.5,25,3,1,P.caudatum+Blepharisma,2,600
57,Blepharisma,U1.5,25,3,1,P.caudatum+Blepharisma,2,180
58,Blepharisma,U1.5,25,1,1,Blepharisma+Loxocephallus,2,2760
58,Loxocephallus,U1.5,25,1,1,Blepharisma+Loxocephallus,2,0
59,Blepharisma,U1.5,25,2,1,Blepharisma+Loxocephallus,2,2040
59,Loxocephallus,U1.5,25,2,1,Blepharisma+Loxocephallus,2,0
60,Blepharisma,U1.5,25,3,1,Blepharisma+Loxocephallus,2,NA
60,Loxocephallus,U1.5,25,3,1,Blepharisma+Loxocephallus,2,NA
61,P.caudatum,U1.5,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,180
61,Loxocephallus,U1.5,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
61,Blepharisma,U1.5,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,660
62,P.caudatum,U1.5,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,300
62,Loxocephallus,U1.5,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,Blepharisma,U1.5,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,300
63,P.caudatum,U1.5,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Loxocephallus,U1.5,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Blepharisma,U1.5,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
64,P.caudatum,U0.75,25,1,1,P.caudatum,1,480
65,P.caudatum,U0.75,25,2,1,P.caudatum,1,300
66,P.caudatum,U0.75,25,3,1,P.caudatum,1,600
67,Loxocephallus,U0.75,25,1,1,Loxocephallus,1,1080
68,Loxocephallus,U0.75,25,2,1,Loxocephallus,1,NA
69,Loxocephallus,U0.75,25,3,1,Loxocephallus,1,900
70,Blepharisma,U0.75,25,1,1,Blepharisma,1,1560
71,Blepharisma,U0.75,25,2,1,Blepharisma,1,1440
72,Blepharisma,U0.75,25,3,1,Blepharisma,1,960
73,P.caudatum,U0.75,25,1,1,P.caudatum+Loxocephallus,2,240
73,Loxocephallus,U0.75,25,1,1,P.caudatum+Loxocephallus,2,0
74,P.caudatum,U0.75,25,2,1,P.caudatum+Loxocephallus,2,360
74,Loxocephallus,U0.75,25,2,1,P.caudatum+Loxocephallus,2,0
75,P.caudatum,U0.75,25,3,1,P.caudatum+Loxocephallus,2,480
75,Loxocephallus,U0.75,25,3,1,P.caudatum+Loxocephallus,2,0
76,P.caudatum,U0.75,25,1,1,P.caudatum+Blepharisma,2,420
76,Blepharisma,U0.75,25,1,1,P.caudatum+Blepharisma,2,360
77,P.caudatum,U0.75,25,2,1,P.caudatum+Blepharisma,2,240
77,Blepharisma,U0.75,25,2,1,P.caudatum+Blepharisma,2,480
78,P.caudatum,U0.75,25,3,1,P.caudatum+Blepharisma,2,60
78,Blepharisma,U0.75,25,3,1,P.caudatum+Blepharisma,2,420
79,Blepharisma,U0.75,25,1,1,Blepharisma+Loxocephallus,2,2220
79,Loxocephallus,U0.75,25,1,1,Blepharisma+Loxocephallus,2,0
80,Blepharisma,U0.75,25,2,1,Blepharisma+Loxocephallus,2,2220
80,Loxocephallus,U0.75,25,2,1,Blepharisma+Loxocephallus,2,0
81,Blepharisma,U0.75,25,3,1,Blepharisma+Loxocephallus,2,1680
81,Loxocephallus,U0.75,25,3,1,Blepharisma+Loxocephallus,2,0
82,P.caudatum,U0.75,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
82,Loxocephallus,U0.75,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
82,Blepharisma,U0.75,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
83,P.caudatum,U0.75,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,120
83,Loxocephallus,U0.75,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,Blepharisma,U0.75,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
84,P.caudatum,U0.75,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Loxocephallus,U0.75,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Blepharisma,U0.75,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
85,P.caudatum,U0.5,25,1,1,P.caudatum,1,420
86,P.caudatum,U0.5,25,2,1,P.caudatum,1,300
87,P.caudatum,U0.5,25,3,1,P.caudatum,1,600
88,Loxocephallus,U0.5,25,1,1,Loxocephallus,1,1140
89,Loxocephallus,U0.5,25,2,1,Loxocephallus,1,1380
90,Loxocephallus,U0.5,25,3,1,Loxocephallus,1,1620
91,Blepharisma,U0.5,25,1,1,Blepharisma,1,1440
92,Blepharisma,U0.5,25,2,1,Blepharisma,1,1320
93,Blepharisma,U0.5,25,3,1,Blepharisma,1,1680
94,P.caudatum,U0.5,25,1,1,P.caudatum+Loxocephallus,2,60
94,Loxocephallus,U0.5,25,1,1,P.caudatum+Loxocephallus,2,0
95,P.caudatum,U0.5,25,2,1,P.caudatum+Loxocephallus,2,120
95,Loxocephallus,U0.5,25,2,1,P.caudatum+Loxocephallus,2,0
96,P.caudatum,U0.5,25,3,1,P.caudatum+Loxocephallus,2,240
96,Loxocephallus,U0.5,25,3,1,P.caudatum+Loxocephallus,2,0
97,P.caudatum,U0.5,25,1,1,P.caudatum+Blepharisma,2,240
97,Blepharisma,U0.5,25,1,1,P.caudatum+Blepharisma,2,180
98,P.caudatum,U0.5,25,2,1,P.caudatum+Blepharisma,2,60
98,Blepharisma,U0.5,25,2,1,P.caudatum+Blepharisma,2,480
99,P.caudatum,U0.5,25,3,1,P.caudatum+Blepharisma,2,360
99,Blepharisma,U0.5,25,3,1,P.caudatum+Blepharisma,2,300
100,Blepharisma,U0.5,25,1,1,Blepharisma+Loxocephallus,2,2220
100,Loxocephallus,U0.5,25,1,1,Blepharisma+Loxocephallus,2,0
101,Blepharisma,U0.5,25,2,1,Blepharisma+Loxocephallus,2,2340
101,Loxocephallus,U0.5,25,2,1,Blepharisma+Loxocephallus,2,0
102,Blepharisma,U0.5,25,3,1,Blepharisma+Loxocephallus,2,2700
102,Loxocephallus,U0.5,25,3,1,Blepharisma+Loxocephallus,2,0
103,P.caudatum,U0.5,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,180
103,Loxocephallus,U0.5,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,Blepharisma,U0.5,25,1,1,P.caudatum+Loxocephallus+Blepharisma,3,300
104,P.caudatum,U0.5,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,60
104,Loxocephallus,U0.5,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
104,Blepharisma,U0.5,25,2,1,P.caudatum+Loxocephallus+Blepharisma,3,240
105,P.caudatum,U0.5,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,240
105,Loxocephallus,U0.5,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,0
105,Blepharisma,U0.5,25,3,1,P.caudatum+Loxocephallus+Blepharisma,3,240
1,P.caudatum,S,28,1,1,P.caudatum,1,480
2,P.caudatum,S,28,2,1,P.caudatum,1,420
3,P.caudatum,S,28,3,1,P.caudatum,1,360
4,Loxocephallus,S,28,1,1,Loxocephallus,1,1560
5,Loxocephallus,S,28,2,1,Loxocephallus,1,960
6,Loxocephallus,S,28,3,1,Loxocephallus,1,1800
7,Blepharisma,S,28,1,1,Blepharisma,1,1260
8,Blepharisma,S,28,2,1,Blepharisma,1,1440
9,Blepharisma,S,28,3,1,Blepharisma,1,1320
10,P.caudatum,S,28,1,1,P.caudatum+Loxocephallus,2,480
10,Loxocephallus,S,28,1,1,P.caudatum+Loxocephallus,2,0
11,P.caudatum,S,28,2,1,P.caudatum+Loxocephallus,2,240
11,Loxocephallus,S,28,2,1,P.caudatum+Loxocephallus,2,0
12,P.caudatum,S,28,3,1,P.caudatum+Loxocephallus,2,2160
12,Loxocephallus,S,28,3,1,P.caudatum+Loxocephallus,2,0
13,P.caudatum,S,28,1,1,P.caudatum+Blepharisma,2,540
13,Blepharisma,S,28,1,1,P.caudatum+Blepharisma,2,360
14,P.caudatum,S,28,2,1,P.caudatum+Blepharisma,2,300
14,Blepharisma,S,28,2,1,P.caudatum+Blepharisma,2,240
15,P.caudatum,S,28,3,1,P.caudatum+Blepharisma,2,300
15,Blepharisma,S,28,3,1,P.caudatum+Blepharisma,2,180
16,Blepharisma,S,28,1,1,Blepharisma+Loxocephallus,2,2100
16,Loxocephallus,S,28,1,1,Blepharisma+Loxocephallus,2,0
17,Blepharisma,S,28,2,1,Blepharisma+Loxocephallus,2,2280
17,Loxocephallus,S,28,2,1,Blepharisma+Loxocephallus,2,0
18,Blepharisma,S,28,3,1,Blepharisma+Loxocephallus,2,1260
18,Loxocephallus,S,28,3,1,Blepharisma+Loxocephallus,2,0
19,P.caudatum,S,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
19,Loxocephallus,S,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
19,Blepharisma,S,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
20,P.caudatum,S,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,60
20,Loxocephallus,S,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
20,Blepharisma,S,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,240
21,P.caudatum,S,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Loxocephallus,S,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Blepharisma,S,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
22,P.caudatum,U3,28,1,1,P.caudatum,1,720
23,P.caudatum,U3,28,2,1,P.caudatum,1,660
24,P.caudatum,U3,28,3,1,P.caudatum,1,420
25,Loxocephallus,U3,28,1,1,Loxocephallus,1,NA
26,Loxocephallus,U3,28,2,1,Loxocephallus,1,30
27,Loxocephallus,U3,28,3,1,Loxocephallus,1,60
28,Blepharisma,U3,28,1,1,Blepharisma,1,1680
29,Blepharisma,U3,28,2,1,Blepharisma,1,840
30,Blepharisma,U3,28,3,1,Blepharisma,1,1800
31,P.caudatum,U3,28,1,1,P.caudatum+Loxocephallus,2,180
31,Loxocephallus,U3,28,1,1,P.caudatum+Loxocephallus,2,0
32,P.caudatum,U3,28,2,1,P.caudatum+Loxocephallus,2,300
32,Loxocephallus,U3,28,2,1,P.caudatum+Loxocephallus,2,0
33,P.caudatum,U3,28,3,1,P.caudatum+Loxocephallus,2,540
33,Loxocephallus,U3,28,3,1,P.caudatum+Loxocephallus,2,0
34,P.caudatum,U3,28,1,1,P.caudatum+Blepharisma,2,360
34,Blepharisma,U3,28,1,1,P.caudatum+Blepharisma,2,180
35,P.caudatum,U3,28,2,1,P.caudatum+Blepharisma,2,360
35,Blepharisma,U3,28,2,1,P.caudatum+Blepharisma,2,420
36,P.caudatum,U3,28,3,1,P.caudatum+Blepharisma,2,60
36,Blepharisma,U3,28,3,1,P.caudatum+Blepharisma,2,300
37,Blepharisma,U3,28,1,1,Blepharisma+Loxocephallus,2,1740
37,Loxocephallus,U3,28,1,1,Blepharisma+Loxocephallus,2,0
38,Blepharisma,U3,28,2,1,Blepharisma+Loxocephallus,2,1920
38,Loxocephallus,U3,28,2,1,Blepharisma+Loxocephallus,2,0
39,Blepharisma,U3,28,3,1,Blepharisma+Loxocephallus,2,NA
39,Loxocephallus,U3,28,3,1,Blepharisma+Loxocephallus,2,NA
40,P.caudatum,U3,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
40,Loxocephallus,U3,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Blepharisma,U3,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
41,P.caudatum,U3,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
41,Loxocephallus,U3,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,Blepharisma,U3,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,540
42,P.caudatum,U3,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Loxocephallus,U3,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Blepharisma,U3,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
43,P.caudatum,U1.5,28,1,1,P.caudatum,1,540
44,P.caudatum,U1.5,28,2,1,P.caudatum,1,120
45,P.caudatum,U1.5,28,3,1,P.caudatum,1,600
46,Loxocephallus,U1.5,28,1,1,Loxocephallus,1,120
47,Loxocephallus,U1.5,28,2,1,Loxocephallus,1,480
48,Loxocephallus,U1.5,28,3,1,Loxocephallus,1,90
49,Blepharisma,U1.5,28,1,1,Blepharisma,1,1020
50,Blepharisma,U1.5,28,2,1,Blepharisma,1,1320
51,Blepharisma,U1.5,28,3,1,Blepharisma,1,1320
52,P.caudatum,U1.5,28,1,1,P.caudatum+Loxocephallus,2,180
52,Loxocephallus,U1.5,28,1,1,P.caudatum+Loxocephallus,2,0
53,P.caudatum,U1.5,28,2,1,P.caudatum+Loxocephallus,2,180
53,Loxocephallus,U1.5,28,2,1,P.caudatum+Loxocephallus,2,0
54,P.caudatum,U1.5,28,3,1,P.caudatum+Loxocephallus,2,720
54,Loxocephallus,U1.5,28,3,1,P.caudatum+Loxocephallus,2,0
55,P.caudatum,U1.5,28,1,1,P.caudatum+Blepharisma,2,300
55,Blepharisma,U1.5,28,1,1,P.caudatum+Blepharisma,2,240
56,P.caudatum,U1.5,28,2,1,P.caudatum+Blepharisma,2,300
56,Blepharisma,U1.5,28,2,1,P.caudatum+Blepharisma,2,360
57,P.caudatum,U1.5,28,3,1,P.caudatum+Blepharisma,2,180
57,Blepharisma,U1.5,28,3,1,P.caudatum+Blepharisma,2,360
58,Blepharisma,U1.5,28,1,1,Blepharisma+Loxocephallus,2,2280
58,Loxocephallus,U1.5,28,1,1,Blepharisma+Loxocephallus,2,0
59,Blepharisma,U1.5,28,2,1,Blepharisma+Loxocephallus,2,1260
59,Loxocephallus,U1.5,28,2,1,Blepharisma+Loxocephallus,2,0
60,Blepharisma,U1.5,28,3,1,Blepharisma+Loxocephallus,2,NA
60,Loxocephallus,U1.5,28,3,1,Blepharisma+Loxocephallus,2,NA
61,P.caudatum,U1.5,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,180
61,Loxocephallus,U1.5,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
61,Blepharisma,U1.5,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,360
62,P.caudatum,U1.5,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,30
62,Loxocephallus,U1.5,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,Blepharisma,U1.5,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,540
63,P.caudatum,U1.5,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
