Jar,Species,Treatment,Day,Replicate,Sample.Day,Community,Species.Richness,Abundance
159,Loxocephallus,D0.75,28,3,2,P.caudatum+Loxocephallus,2,NA
160,P.caudatum,D0.75,28,1,2,P.caudatum+Blepharisma,2,300
160,Blepharisma,D0.75,28,1,2,P.caudatum+Blepharisma,2,120
161,P.caudatum,D0.75,28,2,2,P.caudatum+Blepharisma,2,180
161,Blepharisma,D0.75,28,2,2,P.caudatum+Blepharisma,2,180
162,P.caudatum,D0.75,28,3,2,P.caudatum+Blepharisma,2,360
162,Blepharisma,D0.75,28,3,2,P.caudatum+Blepharisma,2,360
163,Blepharisma,D0.75,28,1,2,Blepharisma+Loxocephallus,2,1380
163,Loxocephallus,D0.75,28,1,2,Blepharisma+Loxocephallus,2,0
164,Blepharisma,D0.75,28,2,2,Blepharisma+Loxocephallus,2,1500
164,Loxocephallus,D0.75,28,2,2,Blepharisma+Loxocephallus,2,0
165,Blepharisma,D0.75,28,3,2,Blepharisma+Loxocephallus,2,1140
165,Loxocephallus,D0.75,28,3,2,Blepharisma+Loxocephallus,2,0
166,P.caudatum,D0.75,28,1,2,P.caudatum+Loxocephallus+Blepharisma,3,480
166,Loxocephallus,D0.75,28,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
166,Blepharisma,D0.75,28,1,2,P.caudatum+Loxocephallus+Blepharisma,3,240
167,P.caudatum,D0.75,28,2,2,P.caudatum+Loxocephallus+Blepharisma,3,420
167,Loxocephallus,D0.75,28,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
167,Blepharisma,D0.75,28,2,2,P.caudatum+Loxocephallus+Blepharisma,3,240
168,P.caudatum,D0.75,28,3,2,P.caudatum+Loxocephallus+Blepharisma,3,420
168,Loxocephallus,D0.75,28,3,2,P.caudatum+Loxocephallus+Blepharisma,3,0
168,Blepharisma,D0.75,28,3,2,P.caudatum+Loxocephallus+Blepharisma,3,360
169,P.caudatum,D0.5,28,1,2,P.caudatum,1,600
170,P.caudatum,D0.5,28,2,2,P.caudatum,1,720
171,P.caudatum,D0.5,28,3,2,P.caudatum,1,240
172,Loxocephallus,D0.5,28,1,2,Loxocephallus,1,600
173,Loxocephallus,D0.5,28,2,2,Loxocephallus,1,1200
174,Loxocephallus,D0.5,28,3,2,Loxocephallus,1,960
175,Blepharisma,D0.5,28,1,2,Blepharisma,1,1140
176,Blepharisma,D0.5,28,2,2,Blepharisma,1,1080
177,Blepharisma,D0.5,28,3,2,Blepharisma,1,1080
178,P.caudatum,D0.5,28,1,2,P.caudatum+Loxocephallus,2,NA
178,Loxocephallus,D0.5,28,1,2,P.caudatum+Loxocephallus,2,NA
179,P.caudatum,D0.5,28,2,2,P.caudatum+Loxocephallus,2,NA
179,Loxocephallus,D0.5,28,2,2,P.caudatum+Loxocephallus,2,NA
180,P.caudatum,D0.5,28,3,2,P.caudatum+Loxocephallus,2,NA
180,Loxocephallus,D0.5,28,3,2,P.caudatum+Loxocephallus,2,NA
181,P.caudatum,D0.5,28,1,2,P.caudatum+Blepharisma,2,180
181,Blepharisma,D0.5,28,1,2,P.caudatum+Blepharisma,2,420
182,P.caudatum,D0.5,28,2,2,P.caudatum+Blepharisma,2,480
182,Blepharisma,D0.5,28,2,2,P.caudatum+Blepharisma,2,120
183,P.caudatum,D0.5,28,3,2,P.caudatum+Blepharisma,2,180
183,Blepharisma,D0.5,28,3,2,P.caudatum+Blepharisma,2,120
184,Blepharisma,D0.5,28,1,2,Blepharisma+Loxocephallus,2,1920
184,Loxocephallus,D0.5,28,1,2,Blepharisma+Loxocephallus,2,0
185,Blepharisma,D0.5,28,2,2,Blepharisma+Loxocephallus,2,1560
185,Loxocephallus,D0.5,28,2,2,Blepharisma+Loxocephallus,2,0
186,Blepharisma,D0.5,28,3,2,Blepharisma+Loxocephallus,2,1440
186,Loxocephallus,D0.5,28,3,2,Blepharisma+Loxocephallus,2,0
187,P.caudatum,D0.5,28,1,2,P.caudatum+Loxocephallus+Blepharisma,3,480
187,Loxocephallus,D0.5,28,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
187,Blepharisma,D0.5,28,1,2,P.caudatum+Loxocephallus+Blepharisma,3,300
188,P.caudatum,D0.5,28,2,2,P.caudatum+Loxocephallus+Blepharisma,3,420
188,Loxocephallus,D0.5,28,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
188,Blepharisma,D0.5,28,2,2,P.caudatum+Loxocephallus+Blepharisma,3,240
189,P.caudatum,D0.5,28,3,2,P.caudatum+Loxocephallus+Blepharisma,3,NA
189,Loxocephallus,D0.5,28,3,2,P.caudatum+Loxocephallus+Blepharisma,3,NA
189,Blepharisma,D0.5,28,3,2,P.caudatum+Loxocephallus+Blepharisma,3,NA
106,P.caudatum,D3,32,1,2,P.caudatum,1,420
107,P.caudatum,D3,32,2,2,P.caudatum,1,480
108,P.caudatum,D3,32,3,2,P.caudatum,1,300
109,Loxocephallus,D3,32,1,2,Loxocephallus,1,300
110,Loxocephallus,D3,32,2,2,Loxocephallus,1,1020
111,Loxocephallus,D3,32,3,2,Loxocephallus,1,480
112,Blepharisma,D3,32,1,2,Blepharisma,1,1020
113,Blepharisma,D3,32,2,2,Blepharisma,1,1140
114,Blepharisma,D3,32,3,2,Blepharisma,1,1500
115,P.caudatum,D3,32,1,2,P.caudatum+Loxocephallus,2,NA
115,Loxocephallus,D3,32,1,2,P.caudatum+Loxocephallus,2,NA
116,P.caudatum,D3,32,2,2,P.caudatum+Loxocephallus,2,NA
116,Loxocephallus,D3,32,2,2,P.caudatum+Loxocephallus,2,NA
117,P.caudatum,D3,32,3,2,P.caudatum+Loxocephallus,2,NA
117,Loxocephallus,D3,32,3,2,P.caudatum+Loxocephallus,2,NA
118,P.caudatum,D3,32,1,2,P.caudatum+Blepharisma,2,600
118,Blepharisma,D3,32,1,2,P.caudatum+Blepharisma,2,60
119,P.caudatum,D3,32,2,2,P.caudatum+Blepharisma,2,240
119,Blepharisma,D3,32,2,2,P.caudatum+Blepharisma,2,180
120,P.caudatum,D3,32,3,2,P.caudatum+Blepharisma,2,180
120,Blepharisma,D3,32,3,2,P.caudatum+Blepharisma,2,360
121,Blepharisma,D3,32,1,2,Blepharisma+Loxocephallus,2,1920
121,Loxocephallus,D3,32,1,2,Blepharisma+Loxocephallus,2,0
122,Blepharisma,D3,32,2,2,Blepharisma+Loxocephallus,2,1560
122,Loxocephallus,D3,32,2,2,Blepharisma+Loxocephallus,2,0
123,Blepharisma,D3,32,3,2,Blepharisma+Loxocephallus,2,1260
123,Loxocephallus,D3,32,3,2,Blepharisma+Loxocephallus,2,0
124,P.caudatum,D3,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,780
124,Loxocephallus,D3,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
124,Blepharisma,D3,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,300
125,P.caudatum,D3,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,600
125,Loxocephallus,D3,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
125,Blepharisma,D3,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,360
126,P.caudatum,D3,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,720
126,Loxocephallus,D3,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,0
126,Blepharisma,D3,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,660
127,P.caudatum,D1.5,32,1,2,P.caudatum,1,480
128,P.caudatum,D1.5,32,2,2,P.caudatum,1,780
129,P.caudatum,D1.5,32,3,2,P.caudatum,1,960
130,Loxocephallus,D1.5,32,1,2,Loxocephallus,1,1380
131,Loxocephallus,D1.5,32,2,2,Loxocephallus,1,840
132,Loxocephallus,D1.5,32,3,2,Loxocephallus,1,1020
133,Blepharisma,D1.5,32,1,2,Blepharisma,1,1680
134,Blepharisma,D1.5,32,2,2,Blepharisma,1,1260
135,Blepharisma,D1.5,32,3,2,Blepharisma,1,1800
136,P.caudatum,D1.5,32,1,2,P.caudatum+Loxocephallus,2,NA
136,Loxocephallus,D1.5,32,1,2,P.caudatum+Loxocephallus,2,NA
137,P.caudatum,D1.5,32,2,2,P.caudatum+Loxocephallus,2,NA
137,Loxocephallus,D1.5,32,2,2,P.caudatum+Loxocephallus,2,NA
138,P.caudatum,D1.5,32,3,2,P.caudatum+Loxocephallus,2,NA
138,Loxocephallus,D1.5,32,3,2,P.caudatum+Loxocephallus,2,NA
139,P.caudatum,D1.5,32,1,2,P.caudatum+Blepharisma,2,240
139,Blepharisma,D1.5,32,1,2,P.caudatum+Blepharisma,2,480
140,P.caudatum,D1.5,32,2,2,P.caudatum+Blepharisma,2,60
140,Blepharisma,D1.5,32,2,2,P.caudatum+Blepharisma,2,420
141,P.caudatum,D1.5,32,3,2,P.caudatum+Blepharisma,2,420
141,Blepharisma,D1.5,32,3,2,P.caudatum+Blepharisma,2,240
142,Blepharisma,D1.5,32,1,2,Blepharisma+Loxocephallus,2,1440
142,Loxocephallus,D1.5,32,1,2,Blepharisma+Loxocephallus,2,0
143,Blepharisma,D1.5,32,2,2,Blepharisma+Loxocephallus,2,1740
143,Loxocephallus,D1.5,32,2,2,Blepharisma+Loxocephallus,2,0
144,Blepharisma,D1.5,32,3,2,Blepharisma+Loxocephallus,2,1320
144,Loxocephallus,D1.5,32,3,2,Blepharisma+Loxocephallus,2,0
145,P.caudatum,D1.5,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,180
145,Loxocephallus,D1.5,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
145,Blepharisma,D1.5,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,420
146,P.caudatum,D1.5,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,480
146,Loxocephallus,D1.5,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
146,Blepharisma,D1.5,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,780
147,P.caudatum,D1.5,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,1140
147,Loxocephallus,D1.5,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,0
147,Blepharisma,D1.5,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,240
148,P.caudatum,D0.75,32,1,2,P.caudatum,1,360
149,P.caudatum,D0.75,32,2,2,P.caudatum,1,300
150,P.caudatum,D0.75,32,3,2,P.caudatum,1,420
151,Loxocephallus,D0.75,32,1,2,Loxocephallus,1,720
152,Loxocephallus,D0.75,32,2,2,Loxocephallus,1,1380
153,Loxocephallus,D0.75,32,3,2,Loxocephallus,1,1320
154,Blepharisma,D0.75,32,1,2,Blepharisma,1,960
155,Blepharisma,D0.75,32,2,2,Blepharisma,1,1140
156,Blepharisma,D0.75,32,3,2,Blepharisma,1,1320
157,P.caudatum,D0.75,32,1,2,P.caudatum+Loxocephallus,2,NA
157,Loxocephallus,D0.75,32,1,2,P.caudatum+Loxocephallus,2,NA
158,P.caudatum,D0.75,32,2,2,P.caudatum+Loxocephallus,2,NA
158,Loxocephallus,D0.75,32,2,2,P.caudatum+Loxocephallus,2,NA
159,P.caudatum,D0.75,32,3,2,P.caudatum+Loxocephallus,2,NA
159,Loxocephallus,D0.75,32,3,2,P.caudatum+Loxocephallus,2,NA
160,P.caudatum,D0.75,32,1,2,P.caudatum+Blepharisma,2,180
160,Blepharisma,D0.75,32,1,2,P.caudatum+Blepharisma,2,240
161,P.caudatum,D0.75,32,2,2,P.caudatum+Blepharisma,2,300
161,Blepharisma,D0.75,32,2,2,P.caudatum+Blepharisma,2,240
162,P.caudatum,D0.75,32,3,2,P.caudatum+Blepharisma,2,300
162,Blepharisma,D0.75,32,3,2,P.caudatum+Blepharisma,2,420
163,Blepharisma,D0.75,32,1,2,Blepharisma+Loxocephallus,2,1680
163,Loxocephallus,D0.75,32,1,2,Blepharisma+Loxocephallus,2,0
164,Blepharisma,D0.75,32,2,2,Blepharisma+Loxocephallus,2,1320
164,Loxocephallus,D0.75,32,2,2,Blepharisma+Loxocephallus,2,0
165,Blepharisma,D0.75,32,3,2,Blepharisma+Loxocephallus,2,1500
165,Loxocephallus,D0.75,32,3,2,Blepharisma+Loxocephallus,2,0
166,P.caudatum,D0.75,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,420
166,Loxocephallus,D0.75,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
166,Blepharisma,D0.75,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,60
167,P.caudatum,D0.75,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,60
167,Loxocephallus,D0.75,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
167,Blepharisma,D0.75,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,480
168,P.caudatum,D0.75,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,660
168,Loxocephallus,D0.75,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,0
168,Blepharisma,D0.75,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,180
169,P.caudatum,D0.5,32,1,2,P.caudatum,1,300
170,P.caudatum,D0.5,32,2,2,P.caudatum,1,240
171,P.caudatum,D0.5,32,3,2,P.caudatum,1,300
172,Loxocephallus,D0.5,32,1,2,Loxocephallus,1,180
173,Loxocephallus,D0.5,32,2,2,Loxocephallus,1,780
174,Loxocephallus,D0.5,32,3,2,Loxocephallus,1,660
175,Blepharisma,D0.5,32,1,2,Blepharisma,1,1260
176,Blepharisma,D0.5,32,2,2,Blepharisma,1,1380
177,Blepharisma,D0.5,32,3,2,Blepharisma,1,1020
178,P.caudatum,D0.5,32,1,2,P.caudatum+Loxocephallus,2,NA
178,Loxocephallus,D0.5,32,1,2,P.caudatum+Loxocephallus,2,NA
179,P.caudatum,D0.5,32,2,2,P.caudatum+Loxocephallus,2,NA
179,Loxocephallus,D0.5,32,2,2,P.caudatum+Loxocephallus,2,NA
180,P.caudatum,D0.5,32,3,2,P.caudatum+Loxocephallus,2,NA
180,Loxocephallus,D0.5,32,3,2,P.caudatum+Loxocephallus,2,NA
181,P.caudatum,D0.5,32,1,2,P.caudatum+Blepharisma,2,120
181,Blepharisma,D0.5,32,1,2,P.caudatum+Blepharisma,2,420
182,P.caudatum,D0.5,32,2,2,P.caudatum+Blepharisma,2,240
182,Blepharisma,D0.5,32,2,2,P.caudatum+Blepharisma,2,300
183,P.caudatum,D0.5,32,3,2,P.caudatum+Blepharisma,2,120
183,Blepharisma,D0.5,32,3,2,P.caudatum+Blepharisma,2,360
184,Blepharisma,D0.5,32,1,2,Blepharisma+Loxocephallus,2,1380
184,Loxocephallus,D0.5,32,1,2,Blepharisma+Loxocephallus,2,0
185,Blepharisma,D0.5,32,2,2,Blepharisma+Loxocephallus,2,1860
185,Loxocephallus,D0.5,32,2,2,Blepharisma+Loxocephallus,2,0
186,Blepharisma,D0.5,32,3,2,Blepharisma+Loxocephallus,2,1260
186,Loxocephallus,D0.5,32,3,2,Blepharisma+Loxocephallus,2,0
187,P.caudatum,D0.5,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,420
187,Loxocephallus,D0.5,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
187,Blepharisma,D0.5,32,1,2,P.caudatum+Loxocephallus+Blepharisma,3,240
188,P.caudatum,D0.5,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,300
188,Loxocephallus,D0.5,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
188,Blepharisma,D0.5,32,2,2,P.caudatum+Loxocephallus+Blepharisma,3,300
189,P.caudatum,D0.5,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,NA
189,Loxocephallus,D0.5,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,NA
189,Blepharisma,D0.5,32,3,2,P.caudatum+Loxocephallus+Blepharisma,3,NA
106,P.caudatum,D3,35,1,2,P.caudatum,1,960
107,P.caudatum,D3,35,2,2,P.caudatum,1,540
108,P.caudatum,D3,35,3,2,P.caudatum,1,540
109,Loxocephallus,D3,35,1,2,Loxocephallus,1,420
110,Loxocephallus,D3,35,2,2,Loxocephallus,1,660
111,Loxocephallus,D3,35,3,2,Loxocephallus,1,420
112,Blepharisma,D3,35,1,2,Blepharisma,1,660
113,Blepharisma,D3,35,2,2,Blepharisma,1,540
114,Blepharisma,D3,35,3,2,Blepharisma,1,1080
115,P.caudatum,D3,35,1,2,P.caudatum+Loxocephallus,2,NA
115,Loxocephallus,D3,35,1,2,P.caudatum+Loxocephallus,2,NA
116,P.caudatum,D3,35,2,2,P.caudatum+Loxocephallus,2,NA
116,Loxocephallus,D3,35,2,2,P.caudatum+Loxocephallus,2,NA
117,P.caudatum,D3,35,3,2,P.caudatum+Loxocephallus,2,NA
117,Loxocephallus,D3,35,3,2,P.caudatum+Loxocephallus,2,NA
118,P.caudatum,D3,35,1,2,P.caudatum+Blepharisma,2,60
118,Blepharisma,D3,35,1,2,P.caudatum+Blepharisma,2,240
119,P.caudatum,D3,35,2,2,P.caudatum+Blepharisma,2,240
119,Blepharisma,D3,35,2,2,P.caudatum+Blepharisma,2,360
120,P.caudatum,D3,35,3,2,P.caudatum+Blepharisma,2,240
120,Blepharisma,D3,35,3,2,P.caudatum+Blepharisma,2,420
121,Blepharisma,D3,35,1,2,Blepharisma+Loxocephallus,2,1380
121,Loxocephallus,D3,35,1,2,Blepharisma+Loxocephallus,2,0
122,Blepharisma,D3,35,2,2,Blepharisma+Loxocephallus,2,1080
122,Loxocephallus,D3,35,2,2,Blepharisma+Loxocephallus,2,0
123,Blepharisma,D3,35,3,2,Blepharisma+Loxocephallus,2,1680
123,Loxocephallus,D3,35,3,2,Blepharisma+Loxocephallus,2,0
124,P.caudatum,D3,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,660
124,Loxocephallus,D3,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
124,Blepharisma,D3,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,480
125,P.caudatum,D3,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,360
125,Loxocephallus,D3,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
125,Blepharisma,D3,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,300
126,P.caudatum,D3,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,120
126,Loxocephallus,D3,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,0
126,Blepharisma,D3,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,240
127,P.caudatum,D1.5,35,1,2,P.caudatum,1,660
128,P.caudatum,D1.5,35,2,2,P.caudatum,1,540
129,P.caudatum,D1.5,35,3,2,P.caudatum,1,360
130,Loxocephallus,D1.5,35,1,2,Loxocephallus,1,1140
131,Loxocephallus,D1.5,35,2,2,Loxocephallus,1,1260
132,Loxocephallus,D1.5,35,3,2,Loxocephallus,1,660
133,Blepharisma,D1.5,35,1,2,Blepharisma,1,1020
134,Blepharisma,D1.5,35,2,2,Blepharisma,1,1620
135,Blepharisma,D1.5,35,3,2,Blepharisma,1,1020
136,P.caudatum,D1.5,35,1,2,P.caudatum+Loxocephallus,2,NA
136,Loxocephallus,D1.5,35,1,2,P.caudatum+Loxocephallus,2,NA
137,P.caudatum,D1.5,35,2,2,P.caudatum+Loxocephallus,2,NA
137,Loxocephallus,D1.5,35,2,2,P.caudatum+Loxocephallus,2,NA
138,P.caudatum,D1.5,35,3,2,P.caudatum+Loxocephallus,2,NA
138,Loxocephallus,D1.5,35,3,2,P.caudatum+Loxocephallus,2,NA
139,P.caudatum,D1.5,35,1,2,P.caudatum+Blepharisma,2,180
139,Blepharisma,D1.5,35,1,2,P.caudatum+Blepharisma,2,540
140,P.caudatum,D1.5,35,2,2,P.caudatum+Blepharisma,2,60
140,Blepharisma,D1.5,35,2,2,P.caudatum+Blepharisma,2,240
141,P.caudatum,D1.5,35,3,2,P.caudatum+Blepharisma,2,60
141,Blepharisma,D1.5,35,3,2,P.caudatum+Blepharisma,2,420
142,Blepharisma,D1.5,35,1,2,Blepharisma+Loxocephallus,2,1620
142,Loxocephallus,D1.5,35,1,2,Blepharisma+Loxocephallus,2,0
143,Blepharisma,D1.5,35,2,2,Blepharisma+Loxocephallus,2,1980
143,Loxocephallus,D1.5,35,2,2,Blepharisma+Loxocephallus,2,0
144,Blepharisma,D1.5,35,3,2,Blepharisma+Loxocephallus,2,1800
144,Loxocephallus,D1.5,35,3,2,Blepharisma+Loxocephallus,2,0
145,P.caudatum,D1.5,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,180
145,Loxocephallus,D1.5,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
145,Blepharisma,D1.5,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,420
146,P.caudatum,D1.5,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,180
146,Loxocephallus,D1.5,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
146,Blepharisma,D1.5,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,420
147,P.caudatum,D1.5,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,600
147,Loxocephallus,D1.5,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,0
147,Blepharisma,D1.5,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,360
148,P.caudatum,D0.75,35,1,2,P.caudatum,1,300
149,P.caudatum,D0.75,35,2,2,P.caudatum,1,180
150,P.caudatum,D0.75,35,3,2,P.caudatum,1,660
151,Loxocephallus,D0.75,35,1,2,Loxocephallus,1,420
152,Loxocephallus,D0.75,35,2,2,Loxocephallus,1,1200
153,Loxocephallus,D0.75,35,3,2,Loxocephallus,1,660
154,Blepharisma,D0.75,35,1,2,Blepharisma,1,1380
155,Blepharisma,D0.75,35,2,2,Blepharisma,1,720
156,Blepharisma,D0.75,35,3,2,Blepharisma,1,960
157,P.caudatum,D0.75,35,1,2,P.caudatum+Loxocephallus,2,NA
157,Loxocephallus,D0.75,35,1,2,P.caudatum+Loxocephallus,2,NA
158,P.caudatum,D0.75,35,2,2,P.caudatum+Loxocephallus,2,NA
158,Loxocephallus,D0.75,35,2,2,P.caudatum+Loxocephallus,2,NA
159,P.caudatum,D0.75,35,3,2,P.caudatum+Loxocephallus,2,NA
159,Loxocephallus,D0.75,35,3,2,P.caudatum+Loxocephallus,2,NA
160,P.caudatum,D0.75,35,1,2,P.caudatum+Blepharisma,2,180
160,Blepharisma,D0.75,35,1,2,P.caudatum+Blepharisma,2,240
161,P.caudatum,D0.75,35,2,2,P.caudatum+Blepharisma,2,120
161,Blepharisma,D0.75,35,2,2,P.caudatum+Blepharisma,2,300
162,P.caudatum,D0.75,35,3,2,P.caudatum+Blepharisma,2,180
162,Blepharisma,D0.75,35,3,2,P.caudatum+Blepharisma,2,360
163,Blepharisma,D0.75,35,1,2,Blepharisma+Loxocephallus,2,1500
163,Loxocephallus,D0.75,35,1,2,Blepharisma+Loxocephallus,2,0
164,Blepharisma,D0.75,35,2,2,Blepharisma+Loxocephallus,2,1080
164,Loxocephallus,D0.75,35,2,2,Blepharisma+Loxocephallus,2,0
165,Blepharisma,D0.75,35,3,2,Blepharisma+Loxocephallus,2,1500
165,Loxocephallus,D0.75,35,3,2,Blepharisma+Loxocephallus,2,0
166,P.caudatum,D0.75,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,300
166,Loxocephallus,D0.75,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
166,Blepharisma,D0.75,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,240
167,P.caudatum,D0.75,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,240
167,Loxocephallus,D0.75,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
167,Blepharisma,D0.75,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,60
168,P.caudatum,D0.75,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,720
168,Loxocephallus,D0.75,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,0
168,Blepharisma,D0.75,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,360
169,P.caudatum,D0.5,35,1,2,P.caudatum,1,240
170,P.caudatum,D0.5,35,2,2,P.caudatum,1,300
171,P.caudatum,D0.5,35,3,2,P.caudatum,1,300
172,Loxocephallus,D0.5,35,1,2,Loxocephallus,1,0
173,Loxocephallus,D0.5,35,2,2,Loxocephallus,1,360
174,Loxocephallus,D0.5,35,3,2,Loxocephallus,1,600
175,Blepharisma,D0.5,35,1,2,Blepharisma,1,1800
176,Blepharisma,D0.5,35,2,2,Blepharisma,1,1560
177,Blepharisma,D0.5,35,3,2,Blepharisma,1,960
178,P.caudatum,D0.5,35,1,2,P.caudatum+Loxocephallus,2,NA
178,Loxocephallus,D0.5,35,1,2,P.caudatum+Loxocephallus,2,NA
179,P.caudatum,D0.5,35,2,2,P.caudatum+Loxocephallus,2,NA
179,Loxocephallus,D0.5,35,2,2,P.caudatum+Loxocephallus,2,NA
180,P.caudatum,D0.5,35,3,2,P.caudatum+Loxocephallus,2,NA
180,Loxocephallus,D0.5,35,3,2,P.caudatum+Loxocephallus,2,NA
181,P.caudatum,D0.5,35,1,2,P.caudatum+Blepharisma,2,180
181,Blepharisma,D0.5,35,1,2,P.caudatum+Blepharisma,2,240
182,P.caudatum,D0.5,35,2,2,P.caudatum+Blepharisma,2,120
182,Blepharisma,D0.5,35,2,2,P.caudatum+Blepharisma,2,120
183,P.caudatum,D0.5,35,3,2,P.caudatum+Blepharisma,2,60
183,Blepharisma,D0.5,35,3,2,P.caudatum+Blepharisma,2,300
184,Blepharisma,D0.5,35,1,2,Blepharisma+Loxocephallus,2,1620
184,Loxocephallus,D0.5,35,1,2,Blepharisma+Loxocephallus,2,0
185,Blepharisma,D0.5,35,2,2,Blepharisma+Loxocephallus,2,1800
185,Loxocephallus,D0.5,35,2,2,Blepharisma+Loxocephallus,2,0
186,Blepharisma,D0.5,35,3,2,Blepharisma+Loxocephallus,2,1380
186,Loxocephallus,D0.5,35,3,2,Blepharisma+Loxocephallus,2,0
187,P.caudatum,D0.5,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,420
187,Loxocephallus,D0.5,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,0
187,Blepharisma,D0.5,35,1,2,P.caudatum+Loxocephallus+Blepharisma,3,420
188,P.caudatum,D0.5,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,240
188,Loxocephallus,D0.5,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,0
188,Blepharisma,D0.5,35,2,2,P.caudatum+Loxocephallus+Blepharisma,3,360
189,P.caudatum,D0.5,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,NA
189,Loxocephallus,D0.5,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,NA
189,Blepharisma,D0.5,35,3,2,P.caudatum+Loxocephallus+Blepharisma,3,NA
106,P.caudatum,D3,39,1,2,P.caudatum,1,240
107,P.caudatum,D3,39,2,2,P.caudatum,1,360
108,P.caudatum,D3,39,3,2,P.caudatum,1,480
109,Loxocephallus,D3,39,1,2,Loxocephallus,1,780
110,Loxocephallus,D3,39,2,2,Loxocephallus,1,720
111,Loxocephallus,D3,39,3,2,Loxocephallus,1,420
112,Blepharisma,D3,39,1,2,Blepharisma,1,960
113,Blepharisma,D3,39,2,2,Blepharisma,1,1740
114,Blepharisma,D3,39,3,2,Blepharisma,1,600
115,P.caudatum,D3,39,1,2,P.caudatum+Loxocephallus,2,NA
115,Loxocephallus,D3,39,1,2,P.caudatum+Loxocephallus,2,NA
116,P.caudatum,D3,39,2,2,P.caudatum+Loxocephallus,2,NA
