Jar,Species,Day,Treatment,Replicate,Community,Community.Complexity,td
128,Colpidium,12,20,3,P.caudatum + Blepharisma + Colpidium,3,6342.588838
128,P.caudatum,12,20,3,P.caudatum + Blepharisma + Colpidium,3,453.0420599
129,Blepharisma,12,20,4,P.caudatum + Blepharisma + Colpidium,3,287.1397799
129,Colpidium,12,20,4,P.caudatum + Blepharisma + Colpidium,3,6317.075157
129,P.caudatum,12,20,4,P.caudatum + Blepharisma + Colpidium,3,287.1397799
130,Blepharisma,12,20,5,P.caudatum + Blepharisma + Colpidium,3,341.7859673
130,Colpidium,12,20,5,P.caudatum + Blepharisma + Colpidium,3,11051.07961
130,P.caudatum,12,20,5,P.caudatum + Blepharisma + Colpidium,3,227.8573116
131,Blepharisma,12,15,1,Loxocephalus + Blepharisma + Colpidium,3,113.5953858
131,Colpidium,12,15,1,Loxocephalus + Blepharisma + Colpidium,3,16536.94304
131,Loxocephallus,12,15,1,Loxocephalus + Blepharisma + Colpidium,3,56.79769291
132,Blepharisma,12,15,2,Loxocephalus + Blepharisma + Colpidium,3,274.0895903
132,Colpidium,12,15,2,Loxocephalus + Blepharisma + Colpidium,3,11511.76279
132,Loxocephallus,12,15,2,Loxocephalus + Blepharisma + Colpidium,3,50.45393016
133,Blepharisma,12,15,3,Loxocephalus + Blepharisma + Colpidium,3,192.7362428
133,Colpidium,12,15,3,Loxocephalus + Blepharisma + Colpidium,3,12527.85578
133,Loxocephallus,12,15,3,Loxocephalus + Blepharisma + Colpidium,3,3.357146316
134,Blepharisma,12,15,4,Loxocephalus + Blepharisma + Colpidium,3,180.5133286
134,Colpidium,12,15,4,Loxocephalus + Blepharisma + Colpidium,3,11372.3397
134,Loxocephallus,12,15,4,Loxocephalus + Blepharisma + Colpidium,3,77
135,Blepharisma,12,15,5,Loxocephalus + Blepharisma + Colpidium,3,245.1117007
135,Colpidium,12,15,5,Loxocephalus + Blepharisma + Colpidium,3,14584.14619
135,Loxocephallus,12,15,5,Loxocephalus + Blepharisma + Colpidium,3,122.5558504
136,Blepharisma,12,20,1,Loxocephalus + Blepharisma + Colpidium,3,1530.558899
136,Colpidium,12,20,1,Loxocephalus + Blepharisma + Colpidium,3,6632.421897
136,Loxocephallus,12,20,1,Loxocephalus + Blepharisma + Colpidium,3,0
137,Blepharisma,12,20,2,Loxocephalus + Blepharisma + Colpidium,3,240.2103718
137,Colpidium,12,20,2,Loxocephalus + Blepharisma + Colpidium,3,7326.416339
137,Loxocephallus,12,20,2,Loxocephalus + Blepharisma + Colpidium,3,0
138,Blepharisma,12,20,3,Loxocephalus + Blepharisma + Colpidium,3,659.8703346
138,Colpidium,12,20,3,Loxocephalus + Blepharisma + Colpidium,3,8578.31435
138,Loxocephallus,12,20,3,Loxocephalus + Blepharisma + Colpidium,3,0
139,Blepharisma,12,20,4,Loxocephalus + Blepharisma + Colpidium,3,1068.518001
139,Colpidium,12,20,4,Loxocephalus + Blepharisma + Colpidium,3,8548.144011
139,Loxocephallus,12,20,4,Loxocephalus + Blepharisma + Colpidium,3,0
140,Blepharisma,12,20,5,Loxocephalus + Blepharisma + Colpidium,3,191.4655687
140,Colpidium,12,20,5,Loxocephalus + Blepharisma + Colpidium,3,8774.920634
140,Loxocephallus,12,20,5,Loxocephalus + Blepharisma + Colpidium,3,0
141,Blepharisma,12,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,98.3032358
141,Colpidium,12,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,12406.88143
141,Loxocephallus,12,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,32.00649974
141,P.caudatum,12,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,49.1516179
142,Blepharisma,12,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,52.87231141
142,Colpidium,12,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,14662.06955
142,Loxocephallus,12,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,15.95488445
142,P.caudatum,12,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,37.59201264
143,Blepharisma,12,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,192.8311215
143,Colpidium,12,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,10991.37393
143,Loxocephallus,12,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1.292180574
143,P.caudatum,12,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,105.3429275
144,Blepharisma,12,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,35.85593417
144,Colpidium,12,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,11982.33424
144,Loxocephallus,12,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,130.2427635
144,P.caudatum,12,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,169.8038412
145,Blepharisma,12,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,69.88953943
145,Colpidium,12,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,12261.90322
145,Loxocephallus,12,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,58.30156795
145,P.caudatum,12,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,174.9047039
146,Blepharisma,12,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,116.1737912
146,Colpidium,12,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,4530.777857
146,Loxocephallus,12,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
146,P.caudatum,12,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,929.3903297
147,Blepharisma,12,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,111.8404985
147,Colpidium,12,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,7770.906165
147,Loxocephallus,12,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
147,P.caudatum,12,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,111.8404985
148,Blepharisma,12,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1022.83958
148,Colpidium,12,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,8353.1899
148,Loxocephallus,12,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
148,P.caudatum,12,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1022.83958
149,Blepharisma,12,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,271.7808088
149,Colpidium,12,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,5979.177793
149,Loxocephallus,12,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
149,P.caudatum,12,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,271.7808088
150,Blepharisma,12,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,152.8564492
150,Colpidium,12,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,10547.095
150,Loxocephallus,12,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1.617064915
150,P.caudatum,12,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,152.8564492
1,P.caudatum,14,15,1,P.caudatum,1,104.1960145
2,P.caudatum,14,15,2,P.caudatum,1,460.7857094
3,P.caudatum,14,15,3,P.caudatum,1,177.2845848
4,P.caudatum,14,15,4,P.caudatum,1,42.12384142
5,P.caudatum,14,15,5,P.caudatum,1,56.79806132
6,P.caudatum,14,20,1,P.caudatum,1,4030.02023
7,P.caudatum,14,20,2,P.caudatum,1,3226.674899
8,P.caudatum,14,20,3,P.caudatum,1,4290.367102
9,P.caudatum,14,20,4,P.caudatum,1,6946.463605
10,P.caudatum,14,20,5,P.caudatum,1,4447.695867
11,Loxocephallus,14,15,1,Loxocephalus,1,419.6013786
12,Loxocephallus,14,15,2,Loxocephalus,1,250.3451332
13,Loxocephallus,14,15,3,Loxocephalus,1,477.3144436
14,Loxocephallus,14,15,4,Loxocephalus,1,457.2839461
15,Loxocephallus,14,15,5,Loxocephalus,1,252.4629882
16,Loxocephallus,14,20,1,Loxocephalus,1,532.4717239
17,Loxocephallus,14,20,2,Loxocephalus,1,1057.73191
18,Loxocephallus,14,20,3,Loxocephalus,1,765.6406689
19,Loxocephallus,14,20,4,Loxocephalus,1,515.3878862
20,Loxocephallus,14,20,5,Loxocephalus,1,491.6609468
21,Colpidium,14,15,1,Colpidium,1,14701.04085
22,Colpidium,14,15,2,Colpidium,1,13899.76491
23,Colpidium,14,15,3,Colpidium,1,17588.30395
24,Colpidium,14,15,4,Colpidium,1,14535.00631
25,Colpidium,14,15,5,Colpidium,1,12269.18689
26,Colpidium,14,20,1,Colpidium,1,9931.51955
27,Colpidium,14,20,2,Colpidium,1,13631.23248
28,Colpidium,14,20,3,Colpidium,1,12075.34945
29,Colpidium,14,20,4,Colpidium,1,11990.61088
30,Colpidium,14,20,5,Colpidium,1,11452.23263
31,Blepharisma,14,15,1,Blepharisma,1,382.6160967
32,Blepharisma,14,15,2,Blepharisma,1,209.5460475
33,Blepharisma,14,15,3,Blepharisma,1,955.0022729
34,Blepharisma,14,15,4,Blepharisma,1,542.0662339
35,Blepharisma,14,15,5,Blepharisma,1,345.2429972
36,Blepharisma,14,20,1,Blepharisma,1,1856.454787
37,Blepharisma,14,20,2,Blepharisma,1,1789.693632
38,Blepharisma,14,20,3,Blepharisma,1,1761.097398
39,Blepharisma,14,20,4,Blepharisma,1,1660.149387
40,Blepharisma,14,20,5,Blepharisma,1,1116.607001
41,Loxocephallus,14,15,1,Paramecium caudatum + Loxocephalus,2,234.9742533
41,P.caudatum,14,15,1,Paramecium caudatum + Loxocephalus,2,234.9742533
42,Loxocephallus,14,15,2,Paramecium caudatum + Loxocephalus,2,137.6310823
42,P.caudatum,14,15,2,Paramecium caudatum + Loxocephalus,2,203.3311153
43,Loxocephallus,14,15,3,Paramecium caudatum + Loxocephalus,2,345.7276531
43,P.caudatum,14,15,3,Paramecium caudatum + Loxocephalus,2,138.2913327
44,Loxocephallus,14,15,4,Paramecium caudatum + Loxocephalus,2,80.02835628
44,P.caudatum,14,15,4,Paramecium caudatum + Loxocephalus,2,469.7280532
45,Loxocephallus,14,15,5,Paramecium caudatum + Loxocephalus,2,140.4145764
45,P.caudatum,14,15,5,Paramecium caudatum + Loxocephalus,2,631.8655936
46,Loxocephallus,14,20,1,Paramecium caudatum + Loxocephalus,2,0
46,P.caudatum,14,20,1,Paramecium caudatum + Loxocephalus,2,3854.944966
47,Loxocephallus,14,20,2,Paramecium caudatum + Loxocephalus,2,0
47,P.caudatum,14,20,2,Paramecium caudatum + Loxocephalus,2,4661.263011
48,Loxocephallus,14,20,3,Paramecium caudatum + Loxocephalus,2,0
48,P.caudatum,14,20,3,Paramecium caudatum + Loxocephalus,2,4733.049421
49,Loxocephallus,14,20,4,Paramecium caudatum + Loxocephalus,2,178.5728562
49,P.caudatum,14,20,4,Paramecium caudatum + Loxocephalus,2,4464.321406
50,Loxocephallus,14,20,5,Paramecium caudatum + Loxocephalus,2,0
50,P.caudatum,14,20,5,Paramecium caudatum + Loxocephalus,2,9134.335727
51,Blepharisma,14,15,1,Paramecium caudatum + Blepharisma,2,455.1648272
51,P.caudatum,14,15,1,Paramecium caudatum + Blepharisma,2,113.7912068
52,Blepharisma,14,15,2,Paramecium caudatum + Blepharisma,2,515.1059954
52,P.caudatum,14,15,2,Paramecium caudatum + Blepharisma,2,1339.275588
53,Blepharisma,14,15,3,Paramecium caudatum + Blepharisma,2,1335.837943
53,P.caudatum,14,15,3,Paramecium caudatum + Blepharisma,2,1870.17312
54,Blepharisma,14,15,4,Paramecium caudatum + Blepharisma,2,234.9084652
54,P.caudatum,14,15,4,Paramecium caudatum + Blepharisma,2,352.3626978
55,Blepharisma,14,15,5,Paramecium caudatum + Blepharisma,2,427.7125593
55,P.caudatum,14,15,5,Paramecium caudatum + Blepharisma,2,534.6406991
56,Blepharisma,14,20,1,Paramecium caudatum + Blepharisma,2,547.5114549
56,P.caudatum,14,20,1,Paramecium caudatum + Blepharisma,2,2792.598109
57,Blepharisma,14,20,2,Paramecium caudatum + Blepharisma,2,1058.048378
57,P.caudatum,14,20,2,Paramecium caudatum + Blepharisma,2,3967.681419
58,Blepharisma,14,20,3,Paramecium caudatum + Blepharisma,2,1040.357093
58,P.caudatum,14,20,3,Paramecium caudatum + Blepharisma,2,4854.999766
59,Blepharisma,14,20,4,Paramecium caudatum + Blepharisma,2,1467.791115
59,P.caudatum,14,20,4,Paramecium caudatum + Blepharisma,2,2935.58223
60,Blepharisma,14,20,5,Paramecium caudatum + Blepharisma,2,725.078639
60,P.caudatum,14,20,5,Paramecium caudatum + Blepharisma,2,3107.479881
61,Colpidium,14,15,1,Paramecium caudatum + Colpidium,2,14049.47983
61,P.caudatum,14,15,1,Paramecium caudatum + Colpidium,2,65.3501768
62,Colpidium,14,15,2,Paramecium caudatum + Colpidium,2,13822.42874
62,P.caudatum,14,15,2,Paramecium caudatum + Colpidium,2,47.74889937
63,Colpidium,14,15,3,Paramecium caudatum + Colpidium,2,12641.62665
63,P.caudatum,14,15,3,Paramecium caudatum + Colpidium,2,109.1903905
64,Colpidium,14,15,4,Paramecium caudatum + Colpidium,2,13867.08613
64,P.caudatum,14,15,4,Paramecium caudatum + Colpidium,2,99.57241889
65,Colpidium,14,15,5,Paramecium caudatum + Colpidium,2,17060.53871
65,P.caudatum,14,15,5,Paramecium caudatum + Colpidium,2,10.56972918
66,Colpidium,14,20,1,Paramecium caudatum + Colpidium,2,11663.68276
66,P.caudatum,14,20,1,Paramecium caudatum + Colpidium,2,166.6240395
67,Colpidium,14,20,2,Paramecium caudatum + Colpidium,2,11186.02678
67,P.caudatum,14,20,2,Paramecium caudatum + Colpidium,2,472.6490189
68,Colpidium,14,20,3,Paramecium caudatum + Colpidium,2,13659.9241
68,P.caudatum,14,20,3,Paramecium caudatum + Colpidium,2,561.3667437
69,Colpidium,14,20,4,Paramecium caudatum + Colpidium,2,13472.01883
69,P.caudatum,14,20,4,Paramecium caudatum + Colpidium,2,166.3212201
70,Colpidium,14,20,5,Paramecium caudatum + Colpidium,2,12663.4415
70,P.caudatum,14,20,5,Paramecium caudatum + Colpidium,2,234.508176
71,Blepharisma,14,15,1,Loxocephalus + Blepharisma,2,117.9343614
71,Loxocephallus,14,15,1,Loxocephalus + Blepharisma,2,235.8687228
72,Blepharisma,14,15,2,Loxocephalus + Blepharisma,2,715.687371
72,Loxocephallus,14,15,2,Loxocephalus + Blepharisma,2,38.38719296
73,Blepharisma,14,15,3,Loxocephalus + Blepharisma,2,803.8868718
73,Loxocephallus,14,15,3,Loxocephalus + Blepharisma,2,67.4217617
74,Blepharisma,14,15,4,Loxocephalus + Blepharisma,2,329.1555808
74,Loxocephallus,14,15,4,Loxocephalus + Blepharisma,2,39.64219933
75,Blepharisma,14,15,5,Loxocephalus + Blepharisma,2,354.5250462
75,Loxocephallus,14,15,5,Loxocephalus + Blepharisma,2,22.17878065
76,Blepharisma,14,20,1,Loxocephalus + Blepharisma,2,2123.342263
76,Loxocephallus,14,20,1,Loxocephalus + Blepharisma,2,0
77,Blepharisma,14,20,2,Loxocephalus + Blepharisma,2,1403.584763
77,Loxocephallus,14,20,2,Loxocephalus + Blepharisma,2,0
78,Blepharisma,14,20,3,Loxocephalus + Blepharisma,2,2678.152535
78,Loxocephallus,14,20,3,Loxocephalus + Blepharisma,2,1.041950307
79,Blepharisma,14,20,4,Loxocephalus + Blepharisma,2,2459.533858
79,Loxocephallus,14,20,4,Loxocephalus + Blepharisma,2,0
80,Blepharisma,14,20,5,Loxocephalus + Blepharisma,2,4063.404255
80,Loxocephallus,14,20,5,Loxocephalus + Blepharisma,2,1.081866235
81,Colpidium,14,15,1,Loxocephalus + Colpidium,2,10571.65681
81,Loxocephallus,14,15,1,Loxocephalus + Colpidium,2,1.726512344
82,Colpidium,14,15,2,Loxocephalus + Colpidium,2,12960.92502
82,Loxocephallus,14,15,2,Loxocephalus + Colpidium,2,16
83,Colpidium,14,15,3,Loxocephalus + Colpidium,2,11459.22817
83,Loxocephallus,14,15,3,Loxocephalus + Colpidium,2,2
84,Colpidium,14,15,4,Loxocephalus + Colpidium,2,11350.04211
84,Loxocephallus,14,15,4,Loxocephalus + Colpidium,2,50
85,Colpidium,14,15,5,Loxocephalus + Colpidium,2,13300.11167
85,Loxocephallus,14,15,5,Loxocephalus + Colpidium,2,0
86,Colpidium,14,20,1,Loxocephalus + Colpidium,2,9526.173756
86,Loxocephallus,14,20,1,Loxocephalus + Colpidium,2,0
87,Colpidium,14,20,2,Loxocephalus + Colpidium,2,10908.15099
87,Loxocephallus,14,20,2,Loxocephalus + Colpidium,2,0
88,Colpidium,14,20,3,Loxocephalus + Colpidium,2,14700.1747
88,Loxocephallus,14,20,3,Loxocephalus + Colpidium,2,0
89,Colpidium,14,20,4,Loxocephalus + Colpidium,2,11531.24713
89,Loxocephallus,14,20,4,Loxocephalus + Colpidium,2,0
90,Colpidium,14,20,5,Loxocephalus + Colpidium,2,10936.04502
90,Loxocephallus,14,20,5,Loxocephalus + Colpidium,2,0
91,Blepharisma,14,15,1,Blepharisma + Colpidium,2,175.8704499
91,Colpidium,14,15,1,Blepharisma + Colpidium,2,13190.28374
92,Blepharisma,14,15,2,Blepharisma + Colpidium,2,224.8039551
92,Colpidium,14,15,2,Blepharisma + Colpidium,2,16308.93799
93,Blepharisma,14,15,3,Blepharisma + Colpidium,2,126.4988828
93,Colpidium,14,15,3,Blepharisma + Colpidium,2,13526.9472
94,Blepharisma,14,15,4,Blepharisma + Colpidium,2,418.6921776
94,Colpidium,14,15,4,Blepharisma + Colpidium,2,9211.227908
95,Blepharisma,14,15,5,Blepharisma + Colpidium,2,153.4268634
95,Colpidium,14,15,5,Blepharisma + Colpidium,2,9672.888991
96,Blepharisma,14,20,1,Blepharisma + Colpidium,2,1691.145151
96,Colpidium,14,20,1,Blepharisma + Colpidium,2,4885.530437
97,Blepharisma,14,20,2,Blepharisma + Colpidium,2,1198.539951
97,Colpidium,14,20,2,Blepharisma + Colpidium,2,5821.479763
98,Blepharisma,14,20,3,Blepharisma + Colpidium,2,473.5153958
98,Colpidium,14,20,3,Blepharisma + Colpidium,2,8049.761728
99,Blepharisma,14,20,4,Blepharisma + Colpidium,2,147.0635099
99,Colpidium,14,20,4,Blepharisma + Colpidium,2,8676.747086
100,Blepharisma,14,20,5,Blepharisma + Colpidium,2,1649.017385
100,Colpidium,14,20,5,Blepharisma + Colpidium,2,5153.179329
101,Blepharisma,14,15,1,P.caudatum + Loxocephalus + Blepharisma,3,309.9313514
101,Loxocephallus,14,15,1,P.caudatum + Loxocephalus + Blepharisma,3,18.759204
101,P.caudatum,14,15,1,P.caudatum + Loxocephalus + Blepharisma,3,2479.450811
102,Blepharisma,14,15,2,P.caudatum + Loxocephalus + Blepharisma,3,157.126781
102,Loxocephallus,14,15,2,P.caudatum + Loxocephalus + Blepharisma,3,157.126781
102,P.caudatum,14,15,2,P.caudatum + Loxocephalus + Blepharisma,3,1728.394591
103,Blepharisma,14,15,3,P.caudatum + Loxocephalus + Blepharisma,3,125.6658009
103,Loxocephallus,14,15,3,P.caudatum + Loxocephalus + Blepharisma,3,251.3316018
103,P.caudatum,14,15,3,P.caudatum + Loxocephalus + Blepharisma,3,1507.989611
104,Blepharisma,14,15,4,P.caudatum + Loxocephalus + Blepharisma,3,377.080946
104,Loxocephallus,14,15,4,P.caudatum + Loxocephalus + Blepharisma,3,48.98901203
104,P.caudatum,14,15,4,P.caudatum + Loxocephalus + Blepharisma,3,3142.341216
105,Blepharisma,14,15,5,P.caudatum + Loxocephalus + Blepharisma,3,150.4770723
105,Loxocephallus,14,15,5,P.caudatum + Loxocephalus + Blepharisma,3,150.4770723
105,P.caudatum,14,15,5,P.caudatum + Loxocephalus + Blepharisma,3,1354.29365
106,Blepharisma,14,20,1,P.caudatum + Loxocephalus + Blepharisma,3,1181.925401
106,Loxocephallus,14,20,1,P.caudatum + Loxocephalus + Blepharisma,3,0
106,P.caudatum,14,20,1,P.caudatum + Loxocephalus + Blepharisma,3,3988.99823
107,Blepharisma,14,20,2,P.caudatum + Loxocephalus + Blepharisma,3,287.1327832
107,Loxocephallus,14,20,2,P.caudatum + Loxocephalus + Blepharisma,3,0
107,P.caudatum,14,20,2,P.caudatum + Loxocephalus + Blepharisma,3,6173.354839
108,Blepharisma,14,20,3,P.caudatum + Loxocephalus + Blepharisma,3,168.9659542
108,Loxocephallus,14,20,3,P.caudatum + Loxocephalus + Blepharisma,3,0
108,P.caudatum,14,20,3,P.caudatum + Loxocephalus + Blepharisma,3,3041.387175
109,Blepharisma,14,20,4,P.caudatum + Loxocephalus + Blepharisma,3,426.4462609
109,Loxocephallus,14,20,4,P.caudatum + Loxocephalus + Blepharisma,3,0
109,P.caudatum,14,20,4,P.caudatum + Loxocephalus + Blepharisma,3,4051.239479
110,Blepharisma,14,20,5,P.caudatum + Loxocephalus + Blepharisma,3,488.3544523
110,Loxocephallus,14,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
110,P.caudatum,14,20,5,P.caudatum + Loxocephalus + Blepharisma,3,3296.392553
111,Colpidium,14,15,1,P.caudatum + Loxocephalus + Colpidium,3,12674.79386
111,Loxocephallus,14,15,1,P.caudatum + Loxocephalus + Colpidium,3,0
111,P.caudatum,14,15,1,P.caudatum + Loxocephalus + Colpidium,3,110.6212599
112,Colpidium,14,15,2,P.caudatum + Loxocephalus + Colpidium,3,12505.74898
112,Loxocephallus,14,15,2,P.caudatum + Loxocephalus + Colpidium,3,0
112,P.caudatum,14,15,2,P.caudatum + Loxocephalus + Colpidium,3,26.31799092
113,Colpidium,14,15,3,P.caudatum + Loxocephalus + Colpidium,3,11255.72757
113,Loxocephallus,14,15,3,P.caudatum + Loxocephalus + Colpidium,3,0
113,P.caudatum,14,15,3,P.caudatum + Loxocephalus + Colpidium,3,41.45616205
114,Colpidium,14,15,4,P.caudatum + Loxocephalus + Colpidium,3,18203.24219
114,Loxocephallus,14,15,4,P.caudatum + Loxocephalus + Colpidium,3,0
114,P.caudatum,14,15,4,P.caudatum + Loxocephalus + Colpidium,3,4040.962609
115,Colpidium,14,15,5,P.caudatum + Loxocephalus + Colpidium,3,13082.06507
115,Loxocephallus,14,15,5,P.caudatum + Loxocephalus + Colpidium,3,20.63490743
115,P.caudatum,14,15,5,P.caudatum + Loxocephalus + Colpidium,3,167.7187829
116,Colpidium,14,20,1,P.caudatum + Loxocephalus + Colpidium,3,9434.874531
116,Loxocephallus,14,20,1,P.caudatum + Loxocephalus + Colpidium,3,0
116,P.caudatum,14,20,1,P.caudatum + Loxocephalus + Colpidium,3,754.5386641
117,Colpidium,14,20,2,P.caudatum + Loxocephalus + Colpidium,3,12166.87706
117,Loxocephallus,14,20,2,P.caudatum + Loxocephalus + Colpidium,3,0
117,P.caudatum,14,20,2,P.caudatum + Loxocephalus + Colpidium,3,445.1296485
118,Colpidium,14,20,3,P.caudatum + Loxocephalus + Colpidium,3,9784.680955
118,Loxocephallus,14,20,3,P.caudatum + Loxocephalus + Colpidium,3,0
118,P.caudatum,14,20,3,P.caudatum + Loxocephalus + Colpidium,3,652.3120636
119,Colpidium,14,20,4,P.caudatum + Loxocephalus + Colpidium,3,12120.05809
119,Loxocephallus,14,20,4,P.caudatum + Loxocephalus + Colpidium,3,0
119,P.caudatum,14,20,4,P.caudatum + Loxocephalus + Colpidium,3,98.29158106
120,Colpidium,14,20,5,P.caudatum + Loxocephalus + Colpidium,3,11992.63767
120,Loxocephallus,14,20,5,P.caudatum + Loxocephalus + Colpidium,3,0
120,P.caudatum,14,20,5,P.caudatum + Loxocephalus + Colpidium,3,196.6006175
121,Blepharisma,14,15,1,P.caudatum + Blepharisma + Colpidium,3,127.010279
121,Colpidium,14,15,1,P.caudatum + Blepharisma + Colpidium,3,15466.65119
121,P.caudatum,14,15,1,P.caudatum + Blepharisma + Colpidium,3,169.9631999
122,Blepharisma,14,15,2,P.caudatum + Blepharisma + Colpidium,3,190.4446349
122,Colpidium,14,15,2,P.caudatum + Blepharisma + Colpidium,3,13331.12444
122,P.caudatum,14,15,2,P.caudatum + Blepharisma + Colpidium,3,15.0881977
123,Blepharisma,14,15,3,P.caudatum + Blepharisma + Colpidium,3,166.3876337
123,Colpidium,14,15,3,P.caudatum + Blepharisma + Colpidium,3,12146.29726
123,P.caudatum,14,15,3,P.caudatum + Blepharisma + Colpidium,3,150.297817
124,Blepharisma,14,15,4,P.caudatum + Blepharisma + Colpidium,3,301.9074024
124,Colpidium,14,15,4,P.caudatum + Blepharisma + Colpidium,3,10113.89798
124,P.caudatum,14,15,4,P.caudatum + Blepharisma + Colpidium,3,301.9074024
125,Blepharisma,14,15,5,P.caudatum + Blepharisma + Colpidium,3,143.6656744
125,Colpidium,14,15,5,P.caudatum + Blepharisma + Colpidium,3,11205.9226
125,P.caudatum,14,15,5,P.caudatum + Blepharisma + Colpidium,3,287.3313488
126,Blepharisma,14,20,1,P.caudatum + Blepharisma + Colpidium,3,800.4377555
126,Colpidium,14,20,1,P.caudatum + Blepharisma + Colpidium,3,3868.782485
126,P.caudatum,14,20,1,P.caudatum + Blepharisma + Colpidium,3,1600.875511
127,Blepharisma,14,20,2,P.caudatum + Blepharisma + Colpidium,3,874.907314
127,Colpidium,14,20,2,P.caudatum + Blepharisma + Colpidium,3,7349.221437
127,P.caudatum,14,20,2,P.caudatum + Blepharisma + Colpidium,3,524.9443884
128,Blepharisma,14,20,3,P.caudatum + Blepharisma + Colpidium,3,286.2076235
128,Colpidium,14,20,3,P.caudatum + Blepharisma + Colpidium,3,5581.048658
128,P.caudatum,14,20,3,P.caudatum + Blepharisma + Colpidium,3,143.1038117
129,Blepharisma,14,20,4,P.caudatum + Blepharisma + Colpidium,3,394.1207965
129,Colpidium,14,20,4,P.caudatum + Blepharisma + Colpidium,3,6174.559146
129,P.caudatum,14,20,4,P.caudatum + Blepharisma + Colpidium,3,131.3735988
130,Blepharisma,14,20,5,P.caudatum + Blepharisma + Colpidium,3,147.8495745
130,Colpidium,14,20,5,P.caudatum + Blepharisma + Colpidium,3,5618.28383
130,P.caudatum,14,20,5,P.caudatum + Blepharisma + Colpidium,3,295.6991489
131,Blepharisma,14,15,1,Loxocephalus + Blepharisma + Colpidium,3,221.6611162
131,Colpidium,14,15,1,Loxocephalus + Blepharisma + Colpidium,3,13299.66697
131,Loxocephallus,14,15,1,Loxocephalus + Blepharisma + Colpidium,3,221.6611162
132,Blepharisma,14,15,2,Loxocephalus + Blepharisma + Colpidium,3,144.6382573
132,Colpidium,14,15,2,Loxocephalus + Blepharisma + Colpidium,3,15110.21794
132,Loxocephallus,14,15,2,Loxocephalus + Blepharisma + Colpidium,3,24.40223131
133,Blepharisma,14,15,3,Loxocephalus + Blepharisma + Colpidium,3,230.2280722
133,Colpidium,14,15,3,Loxocephalus + Blepharisma + Colpidium,3,12892.77205
133,Loxocephallus,14,15,3,Loxocephalus + Blepharisma + Colpidium,3,230.2280722
134,Blepharisma,14,15,4,Loxocephalus + Blepharisma + Colpidium,3,473.3744072
134,Colpidium,14,15,4,Loxocephalus + Blepharisma + Colpidium,3,11834.36018
134,Loxocephallus,14,15,4,Loxocephalus + Blepharisma + Colpidium,3,1
135,Blepharisma,14,15,5,Loxocephalus + Blepharisma + Colpidium,3,177.2594688
135,Colpidium,14,15,5,Loxocephalus + Blepharisma + Colpidium,3,14555.78058
135,Loxocephallus,14,15,5,Loxocephalus + Blepharisma + Colpidium,3,1.509667104
