Jar,Species,Day,Treatment,Replicate,Community,Community.Complexity,td
100,Colpidium,140,20,5,Blepharisma + Colpidium,2,0
101,Blepharisma,140,15,1,P.caudatum + Loxocephalus + Blepharisma,3,12.89025413
101,Loxocephallus,140,15,1,P.caudatum + Loxocephalus + Blepharisma,3,0
101,P.caudatum,140,15,1,P.caudatum + Loxocephalus + Blepharisma,3,3
102,Blepharisma,140,15,2,P.caudatum + Loxocephalus + Blepharisma,3,14.03696074
102,Loxocephallus,140,15,2,P.caudatum + Loxocephalus + Blepharisma,3,0
102,P.caudatum,140,15,2,P.caudatum + Loxocephalus + Blepharisma,3,0
103,Blepharisma,140,15,3,P.caudatum + Loxocephalus + Blepharisma,3,1
103,Loxocephallus,140,15,3,P.caudatum + Loxocephalus + Blepharisma,3,0
103,P.caudatum,140,15,3,P.caudatum + Loxocephalus + Blepharisma,3,1
104,Blepharisma,140,15,4,P.caudatum + Loxocephalus + Blepharisma,3,11.58611154
104,Loxocephallus,140,15,4,P.caudatum + Loxocephalus + Blepharisma,3,0
104,P.caudatum,140,15,4,P.caudatum + Loxocephalus + Blepharisma,3,36.30522333
105,Blepharisma,140,15,5,P.caudatum + Loxocephalus + Blepharisma,3,138.331561
105,Loxocephallus,140,15,5,P.caudatum + Loxocephalus + Blepharisma,3,0
105,P.caudatum,140,15,5,P.caudatum + Loxocephalus + Blepharisma,3,0
106,Blepharisma,140,20,1,P.caudatum + Loxocephalus + Blepharisma,3,293.5787807
106,Loxocephallus,140,20,1,P.caudatum + Loxocephalus + Blepharisma,3,0
106,P.caudatum,140,20,1,P.caudatum + Loxocephalus + Blepharisma,3,0
107,Blepharisma,140,20,2,P.caudatum + Loxocephalus + Blepharisma,3,112.4355818
107,Loxocephallus,140,20,2,P.caudatum + Loxocephalus + Blepharisma,3,0
107,P.caudatum,140,20,2,P.caudatum + Loxocephalus + Blepharisma,3,0
108,Blepharisma,140,20,3,P.caudatum + Loxocephalus + Blepharisma,3,747.1814639
108,Loxocephallus,140,20,3,P.caudatum + Loxocephalus + Blepharisma,3,0
108,P.caudatum,140,20,3,P.caudatum + Loxocephalus + Blepharisma,3,0
109,Blepharisma,140,20,4,P.caudatum + Loxocephalus + Blepharisma,3,248.3251383
109,Loxocephallus,140,20,4,P.caudatum + Loxocephalus + Blepharisma,3,0
109,P.caudatum,140,20,4,P.caudatum + Loxocephalus + Blepharisma,3,0
110,Blepharisma,140,20,5,P.caudatum + Loxocephalus + Blepharisma,3,54.23471047
110,Loxocephallus,140,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
110,P.caudatum,140,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
111,Colpidium,140,15,1,P.caudatum + Loxocephalus + Colpidium,3,4030.692629
111,Loxocephallus,140,15,1,P.caudatum + Loxocephalus + Colpidium,3,0
111,P.caudatum,140,15,1,P.caudatum + Loxocephalus + Colpidium,3,44.78547366
112,Colpidium,140,15,2,P.caudatum + Loxocephalus + Colpidium,3,7785.804264
112,Loxocephallus,140,15,2,P.caudatum + Loxocephalus + Colpidium,3,0
112,P.caudatum,140,15,2,P.caudatum + Loxocephalus + Colpidium,3,1
113,Colpidium,140,15,3,P.caudatum + Loxocephalus + Colpidium,3,9378.975383
113,Loxocephallus,140,15,3,P.caudatum + Loxocephalus + Colpidium,3,0
113,P.caudatum,140,15,3,P.caudatum + Loxocephalus + Colpidium,3,36.38959162
114,Colpidium,140,15,4,P.caudatum + Loxocephalus + Colpidium,3,5876.966357
114,Loxocephallus,140,15,4,P.caudatum + Loxocephalus + Colpidium,3,0
114,P.caudatum,140,15,4,P.caudatum + Loxocephalus + Colpidium,3,48.56996989
115,Colpidium,140,15,5,P.caudatum + Loxocephalus + Colpidium,3,4828.90228
115,Loxocephallus,140,15,5,P.caudatum + Loxocephalus + Colpidium,3,0
115,P.caudatum,140,15,5,P.caudatum + Loxocephalus + Colpidium,3,162.771987
116,Colpidium,140,20,1,P.caudatum + Loxocephalus + Colpidium,3,512.6233148
116,Loxocephallus,140,20,1,P.caudatum + Loxocephalus + Colpidium,3,0
116,P.caudatum,140,20,1,P.caudatum + Loxocephalus + Colpidium,3,0
117,Colpidium,140,20,2,P.caudatum + Loxocephalus + Colpidium,3,154.2730066
117,Loxocephallus,140,20,2,P.caudatum + Loxocephalus + Colpidium,3,0
117,P.caudatum,140,20,2,P.caudatum + Loxocephalus + Colpidium,3,0
118,Colpidium,140,20,3,P.caudatum + Loxocephalus + Colpidium,3,80.23934746
118,Loxocephallus,140,20,3,P.caudatum + Loxocephalus + Colpidium,3,0
118,P.caudatum,140,20,3,P.caudatum + Loxocephalus + Colpidium,3,0
119,Colpidium,140,20,4,P.caudatum + Loxocephalus + Colpidium,3,347.4135837
119,Loxocephallus,140,20,4,P.caudatum + Loxocephalus + Colpidium,3,0
119,P.caudatum,140,20,4,P.caudatum + Loxocephalus + Colpidium,3,0
120,Colpidium,140,20,5,P.caudatum + Loxocephalus + Colpidium,3,113.8355365
120,Loxocephallus,140,20,5,P.caudatum + Loxocephalus + Colpidium,3,0
120,P.caudatum,140,20,5,P.caudatum + Loxocephalus + Colpidium,3,0
121,Blepharisma,140,15,1,P.caudatum + Blepharisma + Colpidium,3,72.66892365
121,Colpidium,140,15,1,P.caudatum + Blepharisma + Colpidium,3,36.33446183
121,P.caudatum,140,15,1,P.caudatum + Blepharisma + Colpidium,3,0
122,Blepharisma,140,15,2,P.caudatum + Blepharisma + Colpidium,3,490.5993476
122,Colpidium,140,15,2,P.caudatum + Blepharisma + Colpidium,3,196.2397391
122,P.caudatum,140,15,2,P.caudatum + Blepharisma + Colpidium,3,0
123,Blepharisma,140,15,3,P.caudatum + Blepharisma + Colpidium,3,107.474335
123,Colpidium,140,15,3,P.caudatum + Blepharisma + Colpidium,3,429.89734
123,P.caudatum,140,15,3,P.caudatum + Blepharisma + Colpidium,3,0
124,Blepharisma,140,15,4,P.caudatum + Blepharisma + Colpidium,3,101.2326449
124,Colpidium,140,15,4,P.caudatum + Blepharisma + Colpidium,3,455.5469019
124,P.caudatum,140,15,4,P.caudatum + Blepharisma + Colpidium,3,0
125,Blepharisma,140,15,5,P.caudatum + Blepharisma + Colpidium,3,65.72740341
125,Colpidium,140,15,5,P.caudatum + Blepharisma + Colpidium,3,1380.275472
125,P.caudatum,140,15,5,P.caudatum + Blepharisma + Colpidium,3,0
126,Blepharisma,140,20,1,P.caudatum + Blepharisma + Colpidium,3,149.9246113
126,Colpidium,140,20,1,P.caudatum + Blepharisma + Colpidium,3,0
126,P.caudatum,140,20,1,P.caudatum + Blepharisma + Colpidium,3,0
127,Blepharisma,140,20,2,P.caudatum + Blepharisma + Colpidium,3,378.0452938
127,Colpidium,140,20,2,P.caudatum + Blepharisma + Colpidium,3,0
127,P.caudatum,140,20,2,P.caudatum + Blepharisma + Colpidium,3,0
128,Blepharisma,140,20,3,P.caudatum + Blepharisma + Colpidium,3,418.5058462
128,Colpidium,140,20,3,P.caudatum + Blepharisma + Colpidium,3,0
128,P.caudatum,140,20,3,P.caudatum + Blepharisma + Colpidium,3,0
129,Blepharisma,140,20,4,P.caudatum + Blepharisma + Colpidium,3,153.743083
129,Colpidium,140,20,4,P.caudatum + Blepharisma + Colpidium,3,0
129,P.caudatum,140,20,4,P.caudatum + Blepharisma + Colpidium,3,0
130,Blepharisma,140,20,5,P.caudatum + Blepharisma + Colpidium,3,267.8133985
130,Colpidium,140,20,5,P.caudatum + Blepharisma + Colpidium,3,133.9066993
130,P.caudatum,140,20,5,P.caudatum + Blepharisma + Colpidium,3,0
131,Blepharisma,140,15,1,Loxocephalus + Blepharisma + Colpidium,3,99.14097822
131,Colpidium,140,15,1,Loxocephalus + Blepharisma + Colpidium,3,21.73585246
131,Loxocephallus,140,15,1,Loxocephalus + Blepharisma + Colpidium,3,0
132,Blepharisma,140,15,2,Loxocephalus + Blepharisma + Colpidium,3,111.5737966
132,Colpidium,140,15,2,Loxocephalus + Blepharisma + Colpidium,3,18.18785076
132,Loxocephallus,140,15,2,Loxocephalus + Blepharisma + Colpidium,3,0
133,Blepharisma,140,15,3,Loxocephalus + Blepharisma + Colpidium,3,378.1520468
133,Colpidium,140,15,3,Loxocephalus + Blepharisma + Colpidium,3,47.26900585
133,Loxocephallus,140,15,3,Loxocephalus + Blepharisma + Colpidium,3,0
134,Blepharisma,140,15,4,Loxocephalus + Blepharisma + Colpidium,3,43.27788018
134,Colpidium,140,15,4,Loxocephalus + Blepharisma + Colpidium,3,43.27788018
134,Loxocephallus,140,15,4,Loxocephalus + Blepharisma + Colpidium,3,0
135,Blepharisma,140,15,5,Loxocephalus + Blepharisma + Colpidium,3,132.5854206
135,Colpidium,140,15,5,Loxocephalus + Blepharisma + Colpidium,3,88.39028037
135,Loxocephallus,140,15,5,Loxocephalus + Blepharisma + Colpidium,3,0
136,Blepharisma,140,20,1,Loxocephalus + Blepharisma + Colpidium,3,133.7812369
136,Colpidium,140,20,1,Loxocephalus + Blepharisma + Colpidium,3,0
136,Loxocephallus,140,20,1,Loxocephalus + Blepharisma + Colpidium,3,0
137,Blepharisma,140,20,2,Loxocephalus + Blepharisma + Colpidium,3,312.4604674
137,Colpidium,140,20,2,Loxocephalus + Blepharisma + Colpidium,3,0
137,Loxocephallus,140,20,2,Loxocephalus + Blepharisma + Colpidium,3,0
138,Blepharisma,140,20,3,Loxocephalus + Blepharisma + Colpidium,3,197.5127384
138,Colpidium,140,20,3,Loxocephalus + Blepharisma + Colpidium,3,0
138,Loxocephallus,140,20,3,Loxocephalus + Blepharisma + Colpidium,3,0
139,Blepharisma,140,20,4,Loxocephalus + Blepharisma + Colpidium,3,250.3126416
139,Colpidium,140,20,4,Loxocephalus + Blepharisma + Colpidium,3,0
139,Loxocephallus,140,20,4,Loxocephalus + Blepharisma + Colpidium,3,0
140,Blepharisma,140,20,5,Loxocephalus + Blepharisma + Colpidium,3,82.41200304
140,Colpidium,140,20,5,Loxocephalus + Blepharisma + Colpidium,3,0
140,Loxocephallus,140,20,5,Loxocephalus + Blepharisma + Colpidium,3,0
141,Blepharisma,140,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,49.19193364
141,Colpidium,140,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,245.9596682
141,Loxocephallus,140,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
141,P.caudatum,140,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
142,Blepharisma,140,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,58.04480944
142,Colpidium,140,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,232.1792378
142,Loxocephallus,140,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
142,P.caudatum,140,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
143,Blepharisma,140,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,42.42851532
143,Colpidium,140,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,339.4281225
143,Loxocephallus,140,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
143,P.caudatum,140,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,3
144,Blepharisma,140,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,47.31195841
144,Colpidium,140,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1
144,Loxocephallus,140,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
144,P.caudatum,140,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
145,Blepharisma,140,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,257.7462511
145,Colpidium,140,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,154.6477507
145,Loxocephallus,140,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
145,P.caudatum,140,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
146,Blepharisma,140,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,60.60631051
146,Colpidium,140,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
146,Loxocephallus,140,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
146,P.caudatum,140,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
147,Blepharisma,140,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,543.9111659
147,Colpidium,140,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
147,Loxocephallus,140,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
147,P.caudatum,140,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
148,Blepharisma,140,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,237.7662637
148,Colpidium,140,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
148,Loxocephallus,140,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
148,P.caudatum,140,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
149,Blepharisma,140,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,154.5271472
149,Colpidium,140,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
149,Loxocephallus,140,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
149,P.caudatum,140,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
150,Blepharisma,140,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,246.7623239
150,Colpidium,140,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
150,Loxocephallus,140,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
150,P.caudatum,140,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
1,P.caudatum,142,15,1,P.caudatum,1,20.86958686
2,P.caudatum,142,15,2,P.caudatum,1,52.17260861
3,P.caudatum,142,15,3,P.caudatum,1,261.517589
4,P.caudatum,142,15,4,P.caudatum,1,127.6317177
5,P.caudatum,142,15,5,P.caudatum,1,161.3112039
6,P.caudatum,142,20,1,P.caudatum,1,662.0395173
7,P.caudatum,142,20,2,P.caudatum,1,1
8,P.caudatum,142,20,3,P.caudatum,1,162.4021816
9,P.caudatum,142,20,4,P.caudatum,1,563.5602185
10,P.caudatum,142,20,5,P.caudatum,1,187.1296589
11,Loxocephallus,142,15,1,Loxocephalus,1,0
12,Loxocephallus,142,15,2,Loxocephalus,1,0
13,Loxocephallus,142,15,3,Loxocephalus,1,0
14,Loxocephallus,142,15,4,Loxocephalus,1,0
15,Loxocephallus,142,15,5,Loxocephalus,1,0
16,Loxocephallus,142,20,1,Loxocephalus,1,0
17,Loxocephallus,142,20,2,Loxocephalus,1,0
18,Loxocephallus,142,20,3,Loxocephalus,1,0
19,Loxocephallus,142,20,4,Loxocephalus,1,0
20,Loxocephallus,142,20,5,Loxocephalus,1,0
21,Colpidium,142,15,1,Colpidium,1,6189.213483
22,Colpidium,142,15,2,Colpidium,1,6429.404072
23,Colpidium,142,15,3,Colpidium,1,6197.617922
24,Colpidium,142,15,4,Colpidium,1,7011.634615
25,Colpidium,142,15,5,Colpidium,1,5520.448526
26,Colpidium,142,20,1,Colpidium,1,1390.438825
27,Colpidium,142,20,2,Colpidium,1,1546.103283
28,Colpidium,142,20,3,Colpidium,1,1302.469086
29,Colpidium,142,20,4,Colpidium,1,1528.383027
30,Colpidium,142,20,5,Colpidium,1,758.769373
31,Blepharisma,142,15,1,Blepharisma,1,632.7930146
32,Blepharisma,142,15,2,Blepharisma,1,204.3277583
33,Blepharisma,142,15,3,Blepharisma,1,394.2379386
34,Blepharisma,142,15,4,Blepharisma,1,1073.653856
35,Blepharisma,142,15,5,Blepharisma,1,196.6101789
36,Blepharisma,142,20,1,Blepharisma,1,741.5136364
37,Blepharisma,142,20,2,Blepharisma,1,640.357075
38,Blepharisma,142,20,3,Blepharisma,1,833.386902
39,Blepharisma,142,20,4,Blepharisma,1,699.7507853
40,Blepharisma,142,20,5,Blepharisma,1,332.4222441
41,Loxocephallus,142,15,1,Paramecium caudatum + Loxocephalus,2,0
41,P.caudatum,142,15,1,Paramecium caudatum + Loxocephalus,2,3
42,Loxocephallus,142,15,2,Paramecium caudatum + Loxocephalus,2,0
42,P.caudatum,142,15,2,Paramecium caudatum + Loxocephalus,2,2
43,Loxocephallus,142,15,3,Paramecium caudatum + Loxocephalus,2,0
43,P.caudatum,142,15,3,Paramecium caudatum + Loxocephalus,2,34.53036058
44,Loxocephallus,142,15,4,Paramecium caudatum + Loxocephalus,2,0
44,P.caudatum,142,15,4,Paramecium caudatum + Loxocephalus,2,0
45,Loxocephallus,142,15,5,Paramecium caudatum + Loxocephalus,2,0
45,P.caudatum,142,15,5,Paramecium caudatum + Loxocephalus,2,20.40442878
46,Loxocephallus,142,20,1,Paramecium caudatum + Loxocephalus,2,0
46,P.caudatum,142,20,1,Paramecium caudatum + Loxocephalus,2,0
47,Loxocephallus,142,20,2,Paramecium caudatum + Loxocephalus,2,0
47,P.caudatum,142,20,2,Paramecium caudatum + Loxocephalus,2,0
48,Loxocephallus,142,20,3,Paramecium caudatum + Loxocephalus,2,0
48,P.caudatum,142,20,3,Paramecium caudatum + Loxocephalus,2,0
49,Loxocephallus,142,20,4,Paramecium caudatum + Loxocephalus,2,0
49,P.caudatum,142,20,4,Paramecium caudatum + Loxocephalus,2,0
50,Loxocephallus,142,20,5,Paramecium caudatum + Loxocephalus,2,0
50,P.caudatum,142,20,5,Paramecium caudatum + Loxocephalus,2,0
51,Blepharisma,142,15,1,Paramecium caudatum + Blepharisma,2,55.93662697
51,P.caudatum,142,15,1,Paramecium caudatum + Blepharisma,2,0
52,Blepharisma,142,15,2,Paramecium caudatum + Blepharisma,2,117.4713596
52,P.caudatum,142,15,2,Paramecium caudatum + Blepharisma,2,0
53,Blepharisma,142,15,3,Paramecium caudatum + Blepharisma,2,5
53,P.caudatum,142,15,3,Paramecium caudatum + Blepharisma,2,0
54,Blepharisma,142,15,4,Paramecium caudatum + Blepharisma,2,327.7244418
54,P.caudatum,142,15,4,Paramecium caudatum + Blepharisma,2,0
55,Blepharisma,142,15,5,Paramecium caudatum + Blepharisma,2,59.44757359
55,P.caudatum,142,15,5,Paramecium caudatum + Blepharisma,2,0
56,Blepharisma,142,20,1,Paramecium caudatum + Blepharisma,2,306.1031132
56,P.caudatum,142,20,1,Paramecium caudatum + Blepharisma,2,0
57,Blepharisma,142,20,2,Paramecium caudatum + Blepharisma,2,309.6212654
57,P.caudatum,142,20,2,Paramecium caudatum + Blepharisma,2,0
58,Blepharisma,142,20,3,Paramecium caudatum + Blepharisma,2,273.5972543
58,P.caudatum,142,20,3,Paramecium caudatum + Blepharisma,2,0
59,Blepharisma,142,20,4,Paramecium caudatum + Blepharisma,2,750.5226179
59,P.caudatum,142,20,4,Paramecium caudatum + Blepharisma,2,0
60,Blepharisma,142,20,5,Paramecium caudatum + Blepharisma,2,433.6059529
60,P.caudatum,142,20,5,Paramecium caudatum + Blepharisma,2,0
61,Colpidium,142,15,1,Paramecium caudatum + Colpidium,2,5338.201523
61,P.caudatum,142,15,1,Paramecium caudatum + Colpidium,2,3
62,Colpidium,142,15,2,Paramecium caudatum + Colpidium,2,3011.710871
62,P.caudatum,142,15,2,Paramecium caudatum + Colpidium,2,97.15196357
63,Colpidium,142,15,3,Paramecium caudatum + Colpidium,2,3913.61019
63,P.caudatum,142,15,3,Paramecium caudatum + Colpidium,2,2
64,Colpidium,142,15,4,Paramecium caudatum + Colpidium,2,3714.302306
64,P.caudatum,142,15,4,Paramecium caudatum + Colpidium,2,0
65,Colpidium,142,15,5,Paramecium caudatum + Colpidium,2,4827.691478
65,P.caudatum,142,15,5,Paramecium caudatum + Colpidium,2,0
66,Colpidium,142,20,1,Paramecium caudatum + Colpidium,2,346.921814
66,P.caudatum,142,20,1,Paramecium caudatum + Colpidium,2,11
67,Colpidium,142,20,2,Paramecium caudatum + Colpidium,2,183.8607741
67,P.caudatum,142,20,2,Paramecium caudatum + Colpidium,2,20.95903852
68,Colpidium,142,20,3,Paramecium caudatum + Colpidium,2,854.791369
68,P.caudatum,142,20,3,Paramecium caudatum + Colpidium,2,50.28184524
69,Colpidium,142,20,4,Paramecium caudatum + Colpidium,2,134.177458
69,P.caudatum,142,20,4,Paramecium caudatum + Colpidium,2,223.6290967
70,Colpidium,142,20,5,Paramecium caudatum + Colpidium,2,202.8766745
70,P.caudatum,142,20,5,Paramecium caudatum + Colpidium,2,79.87016575
71,Blepharisma,142,15,1,Loxocephalus + Blepharisma,2,504.1027945
71,Loxocephallus,142,15,1,Loxocephalus + Blepharisma,2,0
72,Blepharisma,142,15,2,Loxocephalus + Blepharisma,2,588.8776088
72,Loxocephallus,142,15,2,Loxocephalus + Blepharisma,2,0
73,Blepharisma,142,15,3,Loxocephalus + Blepharisma,2,533.8695798
73,Loxocephallus,142,15,3,Loxocephalus + Blepharisma,2,0
74,Blepharisma,142,15,4,Loxocephalus + Blepharisma,2,359.813027
74,Loxocephallus,142,15,4,Loxocephalus + Blepharisma,2,0
75,Blepharisma,142,15,5,Loxocephalus + Blepharisma,2,557.5809746
75,Loxocephallus,142,15,5,Loxocephalus + Blepharisma,2,0
76,Blepharisma,142,20,1,Loxocephalus + Blepharisma,2,826.4247028
76,Loxocephallus,142,20,1,Loxocephalus + Blepharisma,2,0
77,Blepharisma,142,20,2,Loxocephalus + Blepharisma,2,955.5567047
77,Loxocephallus,142,20,2,Loxocephalus + Blepharisma,2,0
78,Blepharisma,142,20,3,Loxocephalus + Blepharisma,2,516.5990153
78,Loxocephallus,142,20,3,Loxocephalus + Blepharisma,2,0
79,Blepharisma,142,20,4,Loxocephalus + Blepharisma,2,623.8336651
79,Loxocephallus,142,20,4,Loxocephalus + Blepharisma,2,0
80,Blepharisma,142,20,5,Loxocephalus + Blepharisma,2,757.1647962
80,Loxocephallus,142,20,5,Loxocephalus + Blepharisma,2,0
81,Colpidium,142,15,1,Loxocephalus + Colpidium,2,6764.886216
81,Loxocephallus,142,15,1,Loxocephalus + Colpidium,2,0
82,Colpidium,142,15,2,Loxocephalus + Colpidium,2,3815.893581
82,Loxocephallus,142,15,2,Loxocephalus + Colpidium,2,0
83,Colpidium,142,15,3,Loxocephalus + Colpidium,2,5460.605974
83,Loxocephallus,142,15,3,Loxocephalus + Colpidium,2,0
84,Colpidium,142,15,4,Loxocephalus + Colpidium,2,7973.496793
84,Loxocephallus,142,15,4,Loxocephalus + Colpidium,2,0
85,Colpidium,142,15,5,Loxocephalus + Colpidium,2,5089.94587
85,Loxocephallus,142,15,5,Loxocephalus + Colpidium,2,0
86,Colpidium,142,20,1,Loxocephalus + Colpidium,2,1
86,Loxocephallus,142,20,1,Loxocephalus + Colpidium,2,0
87,Colpidium,142,20,2,Loxocephalus + Colpidium,2,48.01112447
87,Loxocephallus,142,20,2,Loxocephalus + Colpidium,2,0
88,Colpidium,142,20,3,Loxocephalus + Colpidium,2,46.21956296
88,Loxocephallus,142,20,3,Loxocephalus + Colpidium,2,0
89,Colpidium,142,20,4,Loxocephalus + Colpidium,2,51.53141971
89,Loxocephallus,142,20,4,Loxocephalus + Colpidium,2,0
90,Colpidium,142,20,5,Loxocephalus + Colpidium,2,50.852141
90,Loxocephallus,142,20,5,Loxocephalus + Colpidium,2,0
91,Blepharisma,142,15,1,Blepharisma + Colpidium,2,56.86419173
91,Colpidium,142,15,1,Blepharisma + Colpidium,2,398.0493421
92,Blepharisma,142,15,2,Blepharisma + Colpidium,2,146.0901125
92,Colpidium,142,15,2,Blepharisma + Colpidium,2,292.180225
93,Blepharisma,142,15,3,Blepharisma + Colpidium,2,106.5436309
93,Colpidium,142,15,3,Blepharisma + Colpidium,2,319.6308927
94,Blepharisma,142,15,4,Blepharisma + Colpidium,2,0
94,Colpidium,142,15,4,Blepharisma + Colpidium,2,5579.429503
95,Blepharisma,142,15,5,Blepharisma + Colpidium,2,66.82841777
95,Colpidium,142,15,5,Blepharisma + Colpidium,2,410.2966445
96,Blepharisma,142,20,1,Blepharisma + Colpidium,2,727.7885137
96,Colpidium,142,20,1,Blepharisma + Colpidium,2,0
97,Blepharisma,142,20,2,Blepharisma + Colpidium,2,248.5829596
97,Colpidium,142,20,2,Blepharisma + Colpidium,2,0
98,Blepharisma,142,20,3,Blepharisma + Colpidium,2,289.5302068
98,Colpidium,142,20,3,Blepharisma + Colpidium,2,0
99,Blepharisma,142,20,4,Blepharisma + Colpidium,2,510.9975644
99,Colpidium,142,20,4,Blepharisma + Colpidium,2,42.58313037
100,Blepharisma,142,20,5,Blepharisma + Colpidium,2,574.8685616
100,Colpidium,142,20,5,Blepharisma + Colpidium,2,0
101,Blepharisma,142,15,1,P.caudatum + Loxocephalus + Blepharisma,3,92.61060904
101,Loxocephallus,142,15,1,P.caudatum + Loxocephalus + Blepharisma,3,0
101,P.caudatum,142,15,1,P.caudatum + Loxocephalus + Blepharisma,3,46.30530452
102,Blepharisma,142,15,2,P.caudatum + Loxocephalus + Blepharisma,3,91.44129032
102,Loxocephallus,142,15,2,P.caudatum + Loxocephalus + Blepharisma,3,0
102,P.caudatum,142,15,2,P.caudatum + Loxocephalus + Blepharisma,3,0
103,Blepharisma,142,15,3,P.caudatum + Loxocephalus + Blepharisma,3,3
103,Loxocephallus,142,15,3,P.caudatum + Loxocephalus + Blepharisma,3,0
103,P.caudatum,142,15,3,P.caudatum + Loxocephalus + Blepharisma,3,1
104,Blepharisma,142,15,4,P.caudatum + Loxocephalus + Blepharisma,3,19.79669927
104,Loxocephallus,142,15,4,P.caudatum + Loxocephalus + Blepharisma,3,0
104,P.caudatum,142,15,4,P.caudatum + Loxocephalus + Blepharisma,3,19.79669927
105,Blepharisma,142,15,5,P.caudatum + Loxocephalus + Blepharisma,3,27.44119641
105,Loxocephallus,142,15,5,P.caudatum + Loxocephalus + Blepharisma,3,0
105,P.caudatum,142,15,5,P.caudatum + Loxocephalus + Blepharisma,3,0
106,Blepharisma,142,20,1,P.caudatum + Loxocephalus + Blepharisma,3,487.4539877
106,Loxocephallus,142,20,1,P.caudatum + Loxocephalus + Blepharisma,3,0
106,P.caudatum,142,20,1,P.caudatum + Loxocephalus + Blepharisma,3,0
107,Blepharisma,142,20,2,P.caudatum + Loxocephalus + Blepharisma,3,242.9670875
107,Loxocephallus,142,20,2,P.caudatum + Loxocephalus + Blepharisma,3,0
107,P.caudatum,142,20,2,P.caudatum + Loxocephalus + Blepharisma,3,0
108,Blepharisma,142,20,3,P.caudatum + Loxocephalus + Blepharisma,3,537.6119004
108,Loxocephallus,142,20,3,P.caudatum + Loxocephalus + Blepharisma,3,0
108,P.caudatum,142,20,3,P.caudatum + Loxocephalus + Blepharisma,3,0
109,Blepharisma,142,20,4,P.caudatum + Loxocephalus + Blepharisma,3,322.8971029
109,Loxocephallus,142,20,4,P.caudatum + Loxocephalus + Blepharisma,3,0
109,P.caudatum,142,20,4,P.caudatum + Loxocephalus + Blepharisma,3,0
110,Blepharisma,142,20,5,P.caudatum + Loxocephalus + Blepharisma,3,139.7074022
110,Loxocephallus,142,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
110,P.caudatum,142,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
111,Colpidium,142,15,1,P.caudatum + Loxocephalus + Colpidium,3,2003.303881
111,Loxocephallus,142,15,1,P.caudatum + Loxocephalus + Colpidium,3,0
111,P.caudatum,142,15,1,P.caudatum + Loxocephalus + Colpidium,3,1
112,Colpidium,142,15,2,P.caudatum + Loxocephalus + Colpidium,3,4134.212094
