,Jar,Species,Day,Treatment,Replicate,Community,Community.Complexity,td
3708,110,Blepharisma,26,20,5,P.caudatum + Loxocephalus + Blepharisma,3,487.091154
3709,110,Loxocephallus,26,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
3710,110,P.caudatum,26,20,5,P.caudatum + Loxocephalus + Blepharisma,3,2597.819488
3711,111,Colpidium,26,15,1,P.caudatum + Loxocephalus + Colpidium,3,15689.67388
3712,111,Loxocephallus,26,15,1,P.caudatum + Loxocephalus + Colpidium,3,0
3713,111,P.caudatum,26,15,1,P.caudatum + Loxocephalus + Colpidium,3,137.4018578
3714,112,Colpidium,26,15,2,P.caudatum + Loxocephalus + Colpidium,3,15709.76157
3715,112,Loxocephallus,26,15,2,P.caudatum + Loxocephalus + Colpidium,3,0
3716,112,P.caudatum,26,15,2,P.caudatum + Loxocephalus + Colpidium,3,116.3686042
3717,113,Colpidium,26,15,3,P.caudatum + Loxocephalus + Colpidium,3,13128.36508
3718,113,Loxocephallus,26,15,3,P.caudatum + Loxocephalus + Colpidium,3,0
3719,113,P.caudatum,26,15,3,P.caudatum + Loxocephalus + Colpidium,3,30.26639421
3720,114,Colpidium,26,15,4,P.caudatum + Loxocephalus + Colpidium,3,13495.39437
3721,114,Loxocephallus,26,15,4,P.caudatum + Loxocephalus + Colpidium,3,0
3722,114,P.caudatum,26,15,4,P.caudatum + Loxocephalus + Colpidium,3,139.127777
3723,115,Colpidium,26,15,5,P.caudatum + Loxocephalus + Colpidium,3,14503.0338
3724,115,Loxocephallus,26,15,5,P.caudatum + Loxocephalus + Colpidium,3,0
3725,115,P.caudatum,26,15,5,P.caudatum + Loxocephalus + Colpidium,3,110.7101817
3726,116,Colpidium,26,20,1,P.caudatum + Loxocephalus + Colpidium,3,10126.21806
3727,116,Loxocephallus,26,20,1,P.caudatum + Loxocephalus + Colpidium,3,0
3728,116,P.caudatum,26,20,1,P.caudatum + Loxocephalus + Colpidium,3,1370.315673
3729,117,Colpidium,26,20,2,P.caudatum + Loxocephalus + Colpidium,3,9455.313291
3730,117,Loxocephallus,26,20,2,P.caudatum + Loxocephalus + Colpidium,3,0
3731,117,P.caudatum,26,20,2,P.caudatum + Loxocephalus + Colpidium,3,663.5307573
3732,118,Colpidium,26,20,3,P.caudatum + Loxocephalus + Colpidium,3,14323.42173
3733,118,Loxocephallus,26,20,3,P.caudatum + Loxocephalus + Colpidium,3,0
3734,118,P.caudatum,26,20,3,P.caudatum + Loxocephalus + Colpidium,3,753.8643016
3735,119,Colpidium,26,20,4,P.caudatum + Loxocephalus + Colpidium,3,11895.83083
3736,119,Loxocephallus,26,20,4,P.caudatum + Loxocephalus + Colpidium,3,0
3737,119,P.caudatum,26,20,4,P.caudatum + Loxocephalus + Colpidium,3,540.7195831
3738,120,Colpidium,26,20,5,P.caudatum + Loxocephalus + Colpidium,3,12892.56462
3739,120,Loxocephallus,26,20,5,P.caudatum + Loxocephalus + Colpidium,3,0
3740,120,P.caudatum,26,20,5,P.caudatum + Loxocephalus + Colpidium,3,348.4476924
3741,121,Blepharisma,26,15,1,P.caudatum + Blepharisma + Colpidium,3,62.54231268
3742,121,Colpidium,26,15,1,P.caudatum + Blepharisma + Colpidium,3,12241.5269
3743,121,P.caudatum,26,15,1,P.caudatum + Blepharisma + Colpidium,3,137.5452461
3744,122,Blepharisma,26,15,2,P.caudatum + Blepharisma + Colpidium,3,23.61295785
3745,122,Colpidium,26,15,2,P.caudatum + Blepharisma + Colpidium,3,12704.72771
3746,122,P.caudatum,26,15,2,P.caudatum + Blepharisma + Colpidium,3,47.22591569
3747,123,Blepharisma,26,15,3,P.caudatum + Blepharisma + Colpidium,3,135.6956306
3748,123,Colpidium,26,15,3,P.caudatum + Blepharisma + Colpidium,3,7870.346573
3749,123,P.caudatum,26,15,3,P.caudatum + Blepharisma + Colpidium,3,131.7554364
3750,124,Blepharisma,26,15,4,P.caudatum + Blepharisma + Colpidium,3,47.72818063
3751,124,Colpidium,26,15,4,P.caudatum + Blepharisma + Colpidium,3,12737.84207
3752,124,P.caudatum,26,15,4,P.caudatum + Blepharisma + Colpidium,3,307.4564165
3753,125,Blepharisma,26,15,5,P.caudatum + Blepharisma + Colpidium,3,30.63808045
3754,125,Colpidium,26,15,5,P.caudatum + Blepharisma + Colpidium,3,10694.86799
3755,125,P.caudatum,26,15,5,P.caudatum + Blepharisma + Colpidium,3,113.7751913
3756,126,Blepharisma,26,20,1,P.caudatum + Blepharisma + Colpidium,3,234.9554443
3757,126,Colpidium,26,20,1,P.caudatum + Blepharisma + Colpidium,3,3994.242553
3758,126,P.caudatum,26,20,1,P.caudatum + Blepharisma + Colpidium,3,1292.254944
3759,127,Blepharisma,26,20,2,P.caudatum + Blepharisma + Colpidium,3,523.7348446
3760,127,Colpidium,26,20,2,P.caudatum + Blepharisma + Colpidium,3,130.9337112
3761,127,P.caudatum,26,20,2,P.caudatum + Blepharisma + Colpidium,3,523.7348446
3762,128,Blepharisma,26,20,3,P.caudatum + Blepharisma + Colpidium,3,692.5433803
3763,128,Colpidium,26,20,3,P.caudatum + Blepharisma + Colpidium,3,277.0173521
3764,128,P.caudatum,26,20,3,P.caudatum + Blepharisma + Colpidium,3,1246.578085
3765,129,Blepharisma,26,20,4,P.caudatum + Blepharisma + Colpidium,3,917.7716495
3766,129,Colpidium,26,20,4,P.caudatum + Blepharisma + Colpidium,3,262.2204713
3767,129,P.caudatum,26,20,4,P.caudatum + Blepharisma + Colpidium,3,655.5511782
3768,130,Blepharisma,26,20,5,P.caudatum + Blepharisma + Colpidium,3,491.494919
3769,130,Colpidium,26,20,5,P.caudatum + Blepharisma + Colpidium,3,2580.348325
3770,130,P.caudatum,26,20,5,P.caudatum + Blepharisma + Colpidium,3,737.2423785
3771,131,Blepharisma,26,15,1,Loxocephalus + Blepharisma + Colpidium,3,99.29837862
3772,131,Colpidium,26,15,1,Loxocephalus + Blepharisma + Colpidium,3,16238.616
3773,131,Loxocephallus,26,15,1,Loxocephalus + Blepharisma + Colpidium,3,0
3774,132,Blepharisma,26,15,2,Loxocephalus + Blepharisma + Colpidium,3,199.9161788
3775,132,Colpidium,26,15,2,Loxocephalus + Blepharisma + Colpidium,3,10595.55747
3776,132,Loxocephallus,26,15,2,Loxocephalus + Blepharisma + Colpidium,3,0
3777,133,Blepharisma,26,15,3,Loxocephalus + Blepharisma + Colpidium,3,254.1729673
3778,133,Colpidium,26,15,3,Loxocephalus + Blepharisma + Colpidium,3,13598.25375
3779,133,Loxocephallus,26,15,3,Loxocephalus + Blepharisma + Colpidium,3,0
3780,134,Blepharisma,26,15,4,Loxocephalus + Blepharisma + Colpidium,3,136.0289415
3781,134,Colpidium,26,15,4,Loxocephalus + Blepharisma + Colpidium,3,14963.18357
3782,134,Loxocephallus,26,15,4,Loxocephalus + Blepharisma + Colpidium,3,0
3783,135,Blepharisma,26,15,5,Loxocephalus + Blepharisma + Colpidium,3,156.8607357
3784,135,Colpidium,26,15,5,Loxocephalus + Blepharisma + Colpidium,3,13176.3018
3785,135,Loxocephallus,26,15,5,Loxocephalus + Blepharisma + Colpidium,3,0
3786,136,Blepharisma,26,20,1,Loxocephalus + Blepharisma + Colpidium,3,273.5777414
3787,136,Colpidium,26,20,1,Loxocephalus + Blepharisma + Colpidium,3,7523.387889
3788,136,Loxocephallus,26,20,1,Loxocephalus + Blepharisma + Colpidium,3,0
3789,137,Blepharisma,26,20,2,Loxocephalus + Blepharisma + Colpidium,3,953.9607428
3790,137,Colpidium,26,20,2,Loxocephalus + Blepharisma + Colpidium,3,10612.81326
3791,137,Loxocephallus,26,20,2,Loxocephalus + Blepharisma + Colpidium,3,0
3792,138,Blepharisma,26,20,3,Loxocephalus + Blepharisma + Colpidium,3,925.6162774
3793,138,Colpidium,26,20,3,Loxocephalus + Blepharisma + Colpidium,3,14069.36742
3794,138,Loxocephallus,26,20,3,Loxocephalus + Blepharisma + Colpidium,3,0
3795,139,Blepharisma,26,20,4,Loxocephalus + Blepharisma + Colpidium,3,555.124284
3796,139,Colpidium,26,20,4,Loxocephalus + Blepharisma + Colpidium,3,6939.05355
3797,139,Loxocephallus,26,20,4,Loxocephalus + Blepharisma + Colpidium,3,0
3798,140,Blepharisma,26,20,5,Loxocephalus + Blepharisma + Colpidium,3,131.3701269
3799,140,Colpidium,26,20,5,Loxocephalus + Blepharisma + Colpidium,3,6962.616724
3800,140,Loxocephallus,26,20,5,Loxocephalus + Blepharisma + Colpidium,3,0
3801,141,Blepharisma,26,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,53.39112908
3802,141,Colpidium,26,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,9559.122002
3803,141,Loxocephallus,26,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3804,141,P.caudatum,26,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,138.538
3805,142,Blepharisma,26,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,35.17434617
3806,142,Colpidium,26,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,15038.90102
3807,142,Loxocephallus,26,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3808,142,P.caudatum,26,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,140.6973847
3809,143,Blepharisma,26,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,48.39861395
3810,143,Colpidium,26,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,13245.03812
3811,143,Loxocephallus,26,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3812,143,P.caudatum,26,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,136.5467847
3813,144,Blepharisma,26,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,17.38295953
3814,144,Colpidium,26,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,12674.36578
3815,144,Loxocephallus,26,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3816,144,P.caudatum,26,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,34.10799536
3817,145,Blepharisma,26,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,36.48375986
3818,145,Colpidium,26,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,10929.77013
3819,145,Loxocephallus,26,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3820,145,P.caudatum,26,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,102.1473844
3821,146,Blepharisma,26,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,759.630073
3822,146,Colpidium,26,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,325.5557456
3823,146,Loxocephallus,26,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3824,146,P.caudatum,26,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,759.630073
3825,147,Blepharisma,26,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,469.1754704
3826,147,Colpidium,26,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,6412.064763
3827,147,Loxocephallus,26,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3828,147,P.caudatum,26,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,469.1754704
3829,148,Blepharisma,26,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,674.7154874
3830,148,Colpidium,26,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,404.8292924
3831,148,Loxocephallus,26,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3832,148,P.caudatum,26,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1214.487877
3833,149,Blepharisma,26,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,714.9461827
3834,149,Colpidium,26,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,6911.146433
3835,149,Loxocephallus,26,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3836,149,P.caudatum,26,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,357.4730914
3837,150,Blepharisma,26,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,125.3140777
3838,150,Colpidium,26,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,10526.38253
3839,150,Loxocephallus,26,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
3840,150,P.caudatum,26,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,626.5703885
3841,1,P.caudatum,28,15,1,P.caudatum,1,4967.886484
3842,2,P.caudatum,28,15,2,P.caudatum,1,3138.747174
3843,3,P.caudatum,28,15,3,P.caudatum,1,4447.585847
3844,4,P.caudatum,28,15,4,P.caudatum,1,3277.496487
3845,5,P.caudatum,28,15,5,P.caudatum,1,2833.88524
3846,6,P.caudatum,28,20,1,P.caudatum,1,2798.769818
3847,7,P.caudatum,28,20,2,P.caudatum,1,3648.778356
3848,8,P.caudatum,28,20,3,P.caudatum,1,1955.884915
3849,9,P.caudatum,28,20,4,P.caudatum,1,5012.455479
3850,10,P.caudatum,28,20,5,P.caudatum,1,3613.8843
3851,11,Loxocephallus,28,15,1,Loxocephalus,1,72.91425847
3852,12,Loxocephallus,28,15,2,Loxocephalus,1,240.1903783
3853,13,Loxocephallus,28,15,3,Loxocephalus,1,411.4998574
3854,14,Loxocephallus,28,15,4,Loxocephalus,1,68.18949877
3855,15,Loxocephallus,28,15,5,Loxocephalus,1,472.504239
3856,16,Loxocephallus,28,20,1,Loxocephalus,1,267.4263256
3857,17,Loxocephallus,28,20,2,Loxocephalus,1,781.1877337
3858,18,Loxocephallus,28,20,3,Loxocephalus,1,877.5009141
3859,19,Loxocephallus,28,20,4,Loxocephalus,1,309.2818219
3860,20,Loxocephallus,28,20,5,Loxocephalus,1,108.3519669
3861,21,Colpidium,28,15,1,Colpidium,1,15469.95726
3862,22,Colpidium,28,15,2,Colpidium,1,14078.0267
3863,23,Colpidium,28,15,3,Colpidium,1,16186.11431
3864,24,Colpidium,28,15,4,Colpidium,1,13558.30966
3865,25,Colpidium,28,15,5,Colpidium,1,12858.4952
3866,26,Colpidium,28,20,1,Colpidium,1,10747.26643
3867,27,Colpidium,28,20,2,Colpidium,1,16774.84473
3868,28,Colpidium,28,20,3,Colpidium,1,6006.715141
3869,29,Colpidium,28,20,4,Colpidium,1,9030.753087
3870,30,Colpidium,28,20,5,Colpidium,1,10106.25176
3871,31,Blepharisma,28,15,1,Blepharisma,1,251.923895
3872,32,Blepharisma,28,15,2,Blepharisma,1,624.4777331
3873,33,Blepharisma,28,15,3,Blepharisma,1,426.7079066
3874,34,Blepharisma,28,15,4,Blepharisma,1,1084.296112
3875,35,Blepharisma,28,15,5,Blepharisma,1,229.7291876
3876,36,Blepharisma,28,20,1,Blepharisma,1,3218.335175
3877,37,Blepharisma,28,20,2,Blepharisma,1,1623.991083
3878,38,Blepharisma,28,20,3,Blepharisma,1,3633.556651
3879,39,Blepharisma,28,20,4,Blepharisma,1,2208.781247
3880,40,Blepharisma,28,20,5,Blepharisma,1,1874.63562
3881,41,Loxocephallus,28,15,1,Paramecium caudatum + Loxocephalus,2,0
3882,41,P.caudatum,28,15,1,Paramecium caudatum + Loxocephalus,2,2961.688833
3883,42,Loxocephallus,28,15,2,Paramecium caudatum + Loxocephalus,2,0
3884,42,P.caudatum,28,15,2,Paramecium caudatum + Loxocephalus,2,2933.328555
3885,43,Loxocephallus,28,15,3,Paramecium caudatum + Loxocephalus,2,5.298133069
3886,43,P.caudatum,28,15,3,Paramecium caudatum + Loxocephalus,2,2620.866673
3887,44,Loxocephallus,28,15,4,Paramecium caudatum + Loxocephalus,2,0
3888,44,P.caudatum,28,15,4,Paramecium caudatum + Loxocephalus,2,4227.627126
3889,45,Loxocephallus,28,15,5,Paramecium caudatum + Loxocephalus,2,0
3890,45,P.caudatum,28,15,5,Paramecium caudatum + Loxocephalus,2,2209.188
3891,46,Loxocephallus,28,20,1,Paramecium caudatum + Loxocephalus,2,0
3892,46,P.caudatum,28,20,1,Paramecium caudatum + Loxocephalus,2,4535.264995
3893,47,Loxocephallus,28,20,2,Paramecium caudatum + Loxocephalus,2,0
3894,47,P.caudatum,28,20,2,Paramecium caudatum + Loxocephalus,2,5367.622955
3895,48,Loxocephallus,28,20,3,Paramecium caudatum + Loxocephalus,2,0
3896,48,P.caudatum,28,20,3,Paramecium caudatum + Loxocephalus,2,2415.17759
3897,49,Loxocephallus,28,20,4,Paramecium caudatum + Loxocephalus,2,0
3898,49,P.caudatum,28,20,4,Paramecium caudatum + Loxocephalus,2,4235.550654
3899,50,Loxocephallus,28,20,5,Paramecium caudatum + Loxocephalus,2,0
3900,50,P.caudatum,28,20,5,Paramecium caudatum + Loxocephalus,2,3506.486496
3901,51,Blepharisma,28,15,1,Paramecium caudatum + Blepharisma,2,280.0547549
3902,51,P.caudatum,28,15,1,Paramecium caudatum + Blepharisma,2,3360.657059
3903,52,Blepharisma,28,15,2,Paramecium caudatum + Blepharisma,2,435.4174331
3904,52,P.caudatum,28,15,2,Paramecium caudatum + Blepharisma,2,1596.530588
3905,53,Blepharisma,28,15,3,Paramecium caudatum + Blepharisma,2,245.4553562
3906,53,P.caudatum,28,15,3,Paramecium caudatum + Blepharisma,2,2577.28124
3907,54,Blepharisma,28,15,4,Paramecium caudatum + Blepharisma,2,182.2585868
3908,54,P.caudatum,28,15,4,Paramecium caudatum + Blepharisma,2,729.0343473
3909,55,Blepharisma,28,15,5,Paramecium caudatum + Blepharisma,2,129.6046851
3910,55,P.caudatum,28,15,5,Paramecium caudatum + Blepharisma,2,1296.046851
3911,56,Blepharisma,28,20,1,Paramecium caudatum + Blepharisma,2,925.2612279
3912,56,P.caudatum,28,20,1,Paramecium caudatum + Blepharisma,2,2929.993888
3913,57,Blepharisma,28,20,2,Paramecium caudatum + Blepharisma,2,1572.201388
3914,57,P.caudatum,28,20,2,Paramecium caudatum + Blepharisma,2,2055.955661
3915,58,Blepharisma,28,20,3,Paramecium caudatum + Blepharisma,2,1988.260226
3916,58,P.caudatum,28,20,3,Paramecium caudatum + Blepharisma,2,1739.727698
3917,59,Blepharisma,28,20,4,Paramecium caudatum + Blepharisma,2,1324.170775
3918,59,P.caudatum,28,20,4,Paramecium caudatum + Blepharisma,2,1618.430947
3919,60,Blepharisma,28,20,5,Paramecium caudatum + Blepharisma,2,1658.466364
3920,60,P.caudatum,28,20,5,Paramecium caudatum + Blepharisma,2,2961.547078
3921,61,Colpidium,28,15,1,Paramecium caudatum + Colpidium,2,17388.08633
3922,61,P.caudatum,28,15,1,Paramecium caudatum + Colpidium,2,151.2007507
3923,62,Colpidium,28,15,2,Paramecium caudatum + Colpidium,2,14300.59871
3924,62,P.caudatum,28,15,2,Paramecium caudatum + Colpidium,2,74.17415908
3925,63,Colpidium,28,15,3,Paramecium caudatum + Colpidium,2,16334.69951
3926,63,P.caudatum,28,15,3,Paramecium caudatum + Colpidium,2,116.6764251
3927,64,Colpidium,28,15,4,Paramecium caudatum + Colpidium,2,16003.25761
3928,64,P.caudatum,28,15,4,Paramecium caudatum + Colpidium,2,39.94054668
3929,65,Colpidium,28,15,5,Paramecium caudatum + Colpidium,2,16124.29299
3930,65,P.caudatum,28,15,5,Paramecium caudatum + Colpidium,2,40.55349902
3931,66,Colpidium,28,20,1,Paramecium caudatum + Colpidium,2,15253.76924
3932,66,P.caudatum,28,20,1,Paramecium caudatum + Colpidium,2,146.6708581
3933,67,Colpidium,28,20,2,Paramecium caudatum + Colpidium,2,14351.272
3934,67,P.caudatum,28,20,2,Paramecium caudatum + Colpidium,2,585.766204
3935,68,Colpidium,28,20,3,Paramecium caudatum + Colpidium,2,15180.87967
3936,68,P.caudatum,28,20,3,Paramecium caudatum + Colpidium,2,339.8704404
3937,69,Colpidium,28,20,4,Paramecium caudatum + Colpidium,2,16639.70888
3938,69,P.caudatum,28,20,4,Paramecium caudatum + Colpidium,2,73.34056135
3939,70,Colpidium,28,20,5,Paramecium caudatum + Colpidium,2,14800.00322
3940,70,P.caudatum,28,20,5,Paramecium caudatum + Colpidium,2,700.0001521
3941,71,Blepharisma,28,15,1,Loxocephalus + Blepharisma,2,1081.371906
3942,71,Loxocephallus,28,15,1,Loxocephalus + Blepharisma,2,5.208037389
3943,72,Blepharisma,28,15,2,Loxocephalus + Blepharisma,2,379.7941764
3944,72,Loxocephallus,28,15,2,Loxocephalus + Blepharisma,2,0
3945,73,Blepharisma,28,15,3,Loxocephalus + Blepharisma,2,748.7676378
3946,73,Loxocephallus,28,15,3,Loxocephalus + Blepharisma,2,1.020953078
3947,74,Blepharisma,28,15,4,Loxocephalus + Blepharisma,2,314.4350626
3948,74,Loxocephallus,28,15,4,Loxocephalus + Blepharisma,2,2
3949,75,Blepharisma,28,15,5,Loxocephalus + Blepharisma,2,158.2477987
3950,75,Loxocephallus,28,15,5,Loxocephalus + Blepharisma,2,0
3951,76,Blepharisma,28,20,1,Loxocephalus + Blepharisma,2,3860.387843
3952,76,Loxocephallus,28,20,1,Loxocephalus + Blepharisma,2,0
3953,77,Blepharisma,28,20,2,Loxocephalus + Blepharisma,2,3626.108612
3954,77,Loxocephallus,28,20,2,Loxocephalus + Blepharisma,2,0
3955,78,Blepharisma,28,20,3,Loxocephalus + Blepharisma,2,3834.126177
3956,78,Loxocephallus,28,20,3,Loxocephalus + Blepharisma,2,0
3957,79,Blepharisma,28,20,4,Loxocephalus + Blepharisma,2,2108.176583
3958,79,Loxocephallus,28,20,4,Loxocephalus + Blepharisma,2,0
3959,80,Blepharisma,28,20,5,Loxocephalus + Blepharisma,2,2895.112278
3960,80,Loxocephallus,28,20,5,Loxocephalus + Blepharisma,2,0
3961,81,Colpidium,28,15,1,Loxocephalus + Colpidium,2,14712.76451
3962,81,Loxocephallus,28,15,1,Loxocephalus + Colpidium,2,0
3963,82,Colpidium,28,15,2,Loxocephalus + Colpidium,2,16562.38796
3964,82,Loxocephallus,28,15,2,Loxocephalus + Colpidium,2,0
3965,83,Colpidium,28,15,3,Loxocephalus + Colpidium,2,14164.36258
3966,83,Loxocephallus,28,15,3,Loxocephalus + Colpidium,2,0
3967,84,Colpidium,28,15,4,Loxocephalus + Colpidium,2,11490.99983
3968,84,Loxocephallus,28,15,4,Loxocephalus + Colpidium,2,0
3969,85,Colpidium,28,15,5,Loxocephalus + Colpidium,2,9224.752077
3970,85,Loxocephallus,28,15,5,Loxocephalus + Colpidium,2,0
3971,86,Colpidium,28,20,1,Loxocephalus + Colpidium,2,11041.47366
3972,86,Loxocephallus,28,20,1,Loxocephalus + Colpidium,2,0
3973,87,Colpidium,28,20,2,Loxocephalus + Colpidium,2,15470.59864
3974,87,Loxocephallus,28,20,2,Loxocephalus + Colpidium,2,0
3975,88,Colpidium,28,20,3,Loxocephalus + Colpidium,2,17148.57292
3976,88,Loxocephallus,28,20,3,Loxocephalus + Colpidium,2,0
3977,89,Colpidium,28,20,4,Loxocephalus + Colpidium,2,9398.43609
3978,89,Loxocephallus,28,20,4,Loxocephalus + Colpidium,2,0
3979,90,Colpidium,28,20,5,Loxocephalus + Colpidium,2,14632.97793
3980,90,Loxocephallus,28,20,5,Loxocephalus + Colpidium,2,0
3981,91,Blepharisma,28,15,1,Blepharisma + Colpidium,2,110.0172205
3982,91,Colpidium,28,15,1,Blepharisma + Colpidium,2,10781.6876
3983,92,Blepharisma,28,15,2,Blepharisma + Colpidium,2,192.4832033
3984,92,Colpidium,28,15,2,Blepharisma + Colpidium,2,9270.247716
3985,93,Blepharisma,28,15,3,Blepharisma + Colpidium,2,45.41369754
3986,93,Colpidium,28,15,3,Blepharisma + Colpidium,2,12410.80137
3987,94,Blepharisma,28,15,4,Blepharisma + Colpidium,2,87.34133627
3988,94,Colpidium,28,15,4,Blepharisma + Colpidium,2,9083.498972
3989,95,Blepharisma,28,15,5,Blepharisma + Colpidium,2,104.8100813
3990,95,Colpidium,28,15,5,Blepharisma + Colpidium,2,6911.880152
3991,96,Blepharisma,28,20,1,Blepharisma + Colpidium,2,2077.722583
3992,96,Colpidium,28,20,1,Blepharisma + Colpidium,2,5713.737102
3993,97,Blepharisma,28,20,2,Blepharisma + Colpidium,2,1528.827069
3994,97,Colpidium,28,20,2,Blepharisma + Colpidium,2,5142.418321
3995,98,Blepharisma,28,20,3,Blepharisma + Colpidium,2,2023.569486
3996,98,Colpidium,28,20,3,Blepharisma + Colpidium,2,128.8163993
3997,99,Blepharisma,28,20,4,Blepharisma + Colpidium,2,1843.981243
3998,99,Colpidium,28,20,4,Blepharisma + Colpidium,2,115.2488277
3999,100,Blepharisma,28,20,5,Blepharisma + Colpidium,2,2090.630977
4000,100,Colpidium,28,20,5,Blepharisma + Colpidium,2,99.55385605
4001,101,Blepharisma,28,15,1,P.caudatum + Loxocephalus + Blepharisma,3,86.74817776
4002,101,Loxocephallus,28,15,1,P.caudatum + Loxocephalus + Blepharisma,3,0
4003,101,P.caudatum,28,15,1,P.caudatum + Loxocephalus + Blepharisma,3,1301.222666
4004,102,Blepharisma,28,15,2,P.caudatum + Loxocephalus + Blepharisma,3,128.4890706
4005,102,Loxocephallus,28,15,2,P.caudatum + Loxocephalus + Blepharisma,3,0
4006,102,P.caudatum,28,15,2,P.caudatum + Loxocephalus + Blepharisma,3,1798.846989
4007,103,Blepharisma,28,15,3,P.caudatum + Loxocephalus + Blepharisma,3,114.9142172
4008,103,Loxocephallus,28,15,3,P.caudatum + Loxocephalus + Blepharisma,3,0
4009,103,P.caudatum,28,15,3,P.caudatum + Loxocephalus + Blepharisma,3,2987.769648
4010,104,Blepharisma,28,15,4,P.caudatum + Loxocephalus + Blepharisma,3,13.16557111
4011,104,Loxocephallus,28,15,4,P.caudatum + Loxocephalus + Blepharisma,3,0
4012,104,P.caudatum,28,15,4,P.caudatum + Loxocephalus + Blepharisma,3,1339.74082
4013,105,Blepharisma,28,15,5,P.caudatum + Loxocephalus + Blepharisma,3,43.03018043
4014,105,Loxocephallus,28,15,5,P.caudatum + Loxocephalus + Blepharisma,3,0
4015,105,P.caudatum,28,15,5,P.caudatum + Loxocephalus + Blepharisma,3,3947.698186
4016,106,Blepharisma,28,20,1,P.caudatum + Loxocephalus + Blepharisma,3,867.4487616
4017,106,Loxocephallus,28,20,1,P.caudatum + Loxocephalus + Blepharisma,3,0
4018,106,P.caudatum,28,20,1,P.caudatum + Loxocephalus + Blepharisma,3,3593.716298
4019,107,Blepharisma,28,20,2,P.caudatum + Loxocephalus + Blepharisma,3,526.495222
4020,107,Loxocephallus,28,20,2,P.caudatum + Loxocephalus + Blepharisma,3,0
4021,107,P.caudatum,28,20,2,P.caudatum + Loxocephalus + Blepharisma,3,3027.347527
4022,108,Blepharisma,28,20,3,P.caudatum + Loxocephalus + Blepharisma,3,1125.510841
4023,108,Loxocephallus,28,20,3,P.caudatum + Loxocephalus + Blepharisma,3,0
4024,108,P.caudatum,28,20,3,P.caudatum + Loxocephalus + Blepharisma,3,2025.919514
4025,109,Blepharisma,28,20,4,P.caudatum + Loxocephalus + Blepharisma,3,964.9981792
4026,109,Loxocephallus,28,20,4,P.caudatum + Loxocephalus + Blepharisma,3,0
4027,109,P.caudatum,28,20,4,P.caudatum + Loxocephalus + Blepharisma,3,3699.159687
4028,110,Blepharisma,28,20,5,P.caudatum + Loxocephalus + Blepharisma,3,294.5392851
4029,110,Loxocephallus,28,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
4030,110,P.caudatum,28,20,5,P.caudatum + Loxocephalus + Blepharisma,3,3632.651182
