Temperature,Species,Replicate,Date,Observer,Density
20,p_caudatum,1,23/11/2021,Ellie,0.07
20,p_caudatum,2,23/11/2021,Ellie,0.11
20,p_caudatum,3,23/11/2021,Ellie,0.12
20,p_caudatum,4,23/11/2021,Ellie,0.13
20,philodina,1,23/11/2021,Francesco,0.002
20,philodina,2,23/11/2021,Francesco,0.001
20,philodina,3,23/11/2021,Francesco,0.003
20,philodina,4,23/11/2021,Francesco,0.009
15,blepharisma,1,23/11/2021,Francesco,0.003
15,blepharisma,2,23/11/2021,Francesco,0.003
15,blepharisma,3,23/11/2021,Francesco,0.002
15,blepharisma,4,23/11/2021,Francesco,0.002
15,colpidium,1,23/11/2021,Ellie,0.002
15,colpidium,2,23/11/2021,Ellie,0.0015
15,colpidium,3,23/11/2021,Ellie,0.002
15,colpidium,4,23/11/2021,Ellie,0.0015
15,lepadella,1,23/11/2021,Ellie,0.005
15,lepadella,2,23/11/2021,Ellie,0.0005
15,lepadella,3,23/11/2021,Ellie,0.002
15,lepadella,4,23/11/2021,Ellie,0.001
15,p_aurelia,1,23/11/2021,Francesco,0.0025
15,p_aurelia,2,23/11/2021,Francesco,0.002
15,p_aurelia,3,23/11/2021,Francesco,0.005
15,p_aurelia,4,23/11/2021,Francesco,0.001
15,p_caudatum,1,23/11/2021,Ellie,0.004
15,p_caudatum,2,23/11/2021,Ellie,0.001
15,p_caudatum,3,23/11/2021,Ellie,0.003
15,p_caudatum,4,23/11/2021,Ellie,0.002
15,philodina,1,23/11/2021,Francesco,0.004
15,philodina,2,23/11/2021,Francesco,0.005
15,philodina,3,23/11/2021,Francesco,0.001
15,philodina,4,23/11/2021,Francesco,0.001
15,spirostomum,1,23/11/2021,Ellie,0.002
15,spirostomum,2,23/11/2021,Ellie,0.001
15,spirostomum,3,23/11/2021,Ellie,0.002
15,spirostomum,4,23/11/2021,Ellie,0.003
30,blepharisma,1,24/11/2021,Ellie,0.31
30,blepharisma,2,24/11/2021,Ellie,0.17
30,blepharisma,3,24/11/2021,Ellie,0.19
30,blepharisma,4,24/11/2021,Ellie,0.15
30,lepadella,1,24/11/2021,Ellie,0.006
30,lepadella,2,24/11/2021,Ellie,0.014
30,lepadella,3,24/11/2021,Ellie,0.022
30,lepadella,4,24/11/2021,Ellie,0.032
30,p_aurelia,1,24/11/2021,Ellie,0.21
30,p_aurelia,2,24/11/2021,Ellie,0.08
30,p_aurelia,3,24/11/2021,Ellie,0.13
30,p_aurelia,4,24/11/2021,Ellie,0.24
30,p_caudatum,1,24/11/2021,Ellie,0.12
30,p_caudatum,2,24/11/2021,Ellie,0.1
30,p_caudatum,3,24/11/2021,Ellie,0.16
30,p_caudatum,4,24/11/2021,Ellie,0.17
30,philodina,1,24/11/2021,Francesco,0.014
30,philodina,2,24/11/2021,Francesco,0.032
30,philodina,4,24/11/2021,Francesco,0.008
30,spirostomum,1,24/11/2021,Francesco,0.002
30,spirostomum,2,24/11/2021,Francesco,0.001
30,spirostomum,3,24/11/2021,Francesco,0.001
30,spirostomum,4,24/11/2021,Francesco,0.003
25,blepharisma,1,24/11/2021,Ellie,0.22
25,blepharisma,2,24/11/2021,Ellie,0.14
25,blepharisma,3,24/11/2021,Ellie,0.11
25,blepharisma,4,24/11/2021,Ellie,0.13
25,colpidium,1,24/11/2021,Ellie,0.7
25,colpidium,2,24/11/2021,Ellie,0.5
25,colpidium,3,24/11/2021,Ellie,1
25,colpidium,4,24/11/2021,Ellie,0.8
25,lepadella,1,24/11/2021,Ellie,0.07
25,lepadella,2,24/11/2021,Ellie,0.09
25,lepadella,3,24/11/2021,Ellie,0.16
25,lepadella,4,24/11/2021,Ellie,0.07
25,p_aurelia,1,24/11/2021,Ellie,0.12
25,p_aurelia,2,24/11/2021,Ellie,0.17
25,p_aurelia,3,24/11/2021,Ellie,0.15
25,p_aurelia,4,24/11/2021,Ellie,0.16
25,p_caudatum,1,24/11/2021,Francesco,0.1
25,p_caudatum,2,24/11/2021,Francesco,0.1
25,p_caudatum,3,24/11/2021,Francesco,0.05
25,p_caudatum,4,24/11/2021,Francesco,0.1
25,philodina,1,24/11/2021,Francesco,0.03
25,philodina,2,24/11/2021,Francesco,0.016666667
25,philodina,3,24/11/2021,Francesco,0.013333333
20,blepharisma,1,24/11/2021,Francesco,0.12
20,blepharisma,2,24/11/2021,Francesco,0.1
20,blepharisma,3,24/11/2021,Francesco,0.2
20,blepharisma,4,24/11/2021,Francesco,0.12
20,colpidium,1,24/11/2021,Ellie,0.9
20,colpidium,2,24/11/2021,Ellie,1.2
20,colpidium,3,24/11/2021,Ellie,1.2
20,colpidium,4,24/11/2021,Ellie,0.6
20,lepadella,1,24/11/2021,Francesco,0.055
20,lepadella,2,24/11/2021,Francesco,0.055
20,lepadella,3,24/11/2021,Francesco,0.055
20,lepadella,4,24/11/2021,Francesco,0.035
20,p_aurelia,1,24/11/2021,Ellie,0.14
20,p_aurelia,2,24/11/2021,Ellie,0.16
20,p_aurelia,3,24/11/2021,Ellie,0.18
20,p_aurelia,4,24/11/2021,Ellie,0.15
20,p_caudatum,1,24/11/2021,Ellie,0.07
20,p_caudatum,2,24/11/2021,Ellie,0.09
20,p_caudatum,3,24/11/2021,Ellie,0.23
20,p_caudatum,4,24/11/2021,Ellie,0.12
20,philodina,1,24/11/2021,Francesco,0.003
20,philodina,2,24/11/2021,Francesco,0.003
20,philodina,3,24/11/2021,Francesco,0.003
20,philodina,4,24/11/2021,Francesco,0.006
15,blepharisma,1,24/11/2021,Francesco,0.001
15,blepharisma,2,24/11/2021,Francesco,0.0015
15,blepharisma,3,24/11/2021,Francesco,0.001
15,blepharisma,4,24/11/2021,Francesco,0.002
15,colpidium,1,24/11/2021,Ellie,0.006666667
15,colpidium,2,24/11/2021,Ellie,0.005
15,colpidium,3,24/11/2021,Ellie,0.005
15,colpidium,4,24/11/2021,Ellie,0.002
15,lepadella,1,24/11/2021,Ellie,0.001
15,lepadella,2,24/11/2021,Ellie,0.001
15,lepadella,3,24/11/2021,Ellie,0.002
15,lepadella,4,24/11/2021,Ellie,0.007
15,p_aurelia,1,24/11/2021,Ellie,0.004
15,p_aurelia,2,24/11/2021,Ellie,0.003
15,p_aurelia,3,24/11/2021,Ellie,0.004
15,p_aurelia,4,24/11/2021,Ellie,0.004
15,p_caudatum,1,24/11/2021,Ellie,0.006
15,p_caudatum,2,24/11/2021,Ellie,0.006
15,p_caudatum,3,24/11/2021,Ellie,0.006
15,p_caudatum,4,24/11/2021,Ellie,0.004
15,philodina,1,24/11/2021,Ellie,0.002
15,philodina,2,24/11/2021,Ellie,0.002
15,philodina,3,24/11/2021,Ellie,0.005
15,philodina,4,24/11/2021,Ellie,0.007
15,spirostomum,1,24/11/2021,Francesco,0.002
15,spirostomum,2,24/11/2021,Francesco,0.001
15,spirostomum,3,24/11/2021,Francesco,0.002
15,spirostomum,4,24/11/2021,Francesco,0.002
30,blepharisma,1,25/11/2021,Ellie,0.19
30,blepharisma,2,25/11/2021,Ellie,0.17
30,blepharisma,3,25/11/2021,Ellie,0.09
30,blepharisma,4,25/11/2021,Ellie,0.15
30,lepadella,1,25/11/2021,Francesco,0.004
30,lepadella,2,25/11/2021,Francesco,0.002
30,lepadella,3,25/11/2021,Francesco,0.004
30,lepadella,4,25/11/2021,Francesco,0.014
30,p_aurelia,1,25/11/2021,Francesco,0.15
30,p_aurelia,2,25/11/2021,Francesco,0.12
30,p_aurelia,3,25/11/2021,Francesco,0.12
30,p_aurelia,4,25/11/2021,Francesco,0.19
30,p_caudatum,1,25/11/2021,Francesco,0.12
30,p_caudatum,2,25/11/2021,Francesco,0.2
30,p_caudatum,3,25/11/2021,Francesco,0.1
30,p_caudatum,4,25/11/2021,Francesco,0.2
30,philodina,1,25/11/2021,Ellie,0.022
30,philodina,2,25/11/2021,Ellie,0.032
30,philodina,4,25/11/2021,Ellie,0.016
30,spirostomum,1,25/11/2021,Ellie,0.001
30,spirostomum,2,25/11/2021,Ellie,0.0015
30,spirostomum,3,25/11/2021,Ellie,0.001
30,spirostomum,4,25/11/2021,Ellie,0.001
25,blepharisma,1,25/11/2021,Ellie,0.14
25,blepharisma,2,25/11/2021,Ellie,0.09
25,blepharisma,3,25/11/2021,Ellie,0.09
25,blepharisma,4,25/11/2021,Ellie,0.09
25,colpidium,1,25/11/2021,Ellie,0.8
25,colpidium,2,25/11/2021,Ellie,1
25,colpidium,3,25/11/2021,Ellie,0.3
25,colpidium,4,25/11/2021,Ellie,0.3
25,lepadella,1,25/11/2021,Francesco,0.09
25,lepadella,2,25/11/2021,Francesco,0.07
25,lepadella,3,25/11/2021,Francesco,0.12
25,lepadella,4,25/11/2021,Francesco,0.04
25,p_aurelia,1,25/11/2021,Ellie,0.16
25,p_aurelia,2,25/11/2021,Ellie,0.1
25,p_aurelia,3,25/11/2021,Ellie,0.08
25,p_aurelia,4,25/11/2021,Ellie,0.18
25,p_caudatum,1,25/11/2021,Ellie,0.12
25,p_caudatum,2,25/11/2021,Ellie,0.28
25,p_caudatum,3,25/11/2021,Ellie,0.12
25,p_caudatum,4,25/11/2021,Ellie,0.13
25,philodina,1,25/11/2021,Ellie,0.042
25,philodina,2,25/11/2021,Ellie,0.026
25,philodina,3,25/11/2021,Ellie,0.026
20,blepharisma,1,25/11/2021,Francesco,0.23
20,blepharisma,2,25/11/2021,Francesco,0.12
20,blepharisma,3,25/11/2021,Francesco,0.23
20,blepharisma,4,25/11/2021,Francesco,0.14
20,colpidium,1,25/11/2021,Ellie,0.9
20,colpidium,2,25/11/2021,Ellie,0.7
20,colpidium,3,25/11/2021,Ellie,0.35
20,colpidium,4,25/11/2021,Ellie,0.8
20,lepadella,1,25/11/2021,Ellie,0.135
20,lepadella,2,25/11/2021,Ellie,0.09
20,lepadella,3,25/11/2021,Ellie,0.115
20,lepadella,4,25/11/2021,Ellie,0.09
20,p_aurelia,1,25/11/2021,Francesco,0.09
20,p_aurelia,2,25/11/2021,Francesco,0.19
20,p_aurelia,3,25/11/2021,Francesco,0.18
20,p_aurelia,4,25/11/2021,Francesco,0.08
20,p_caudatum,1,25/11/2021,Francesco,0.17
20,p_caudatum,2,25/11/2021,Francesco,0.11
20,p_caudatum,3,25/11/2021,Francesco,0.22
20,p_caudatum,4,25/11/2021,Francesco,0.15
20,philodina,1,25/11/2021,Francesco,0.006
20,philodina,2,25/11/2021,Francesco,0.001
20,philodina,3,25/11/2021,Francesco,0.001
20,philodina,4,25/11/2021,Francesco,0.007
15,blepharisma,1,25/11/2021,Francesco,0.001
15,blepharisma,2,25/11/2021,Francesco,0.004
15,blepharisma,3,25/11/2021,Francesco,0.003
15,blepharisma,4,25/11/2021,Francesco,0.004
15,colpidium,1,25/11/2021,Ellie,0.022
15,colpidium,2,25/11/2021,Ellie,0.02
15,colpidium,3,25/11/2021,Ellie,0.032
15,colpidium,4,25/11/2021,Ellie,0.014
15,lepadella,1,25/11/2021,Ellie,0.005
15,lepadella,2,25/11/2021,Ellie,0.005
15,lepadella,3,25/11/2021,Ellie,0.005
15,lepadella,4,25/11/2021,Ellie,0.004
15,p_aurelia,1,25/11/2021,Ellie,0.004
15,p_aurelia,2,25/11/2021,Ellie,0.01
15,p_aurelia,3,25/11/2021,Ellie,0.012
15,p_aurelia,4,25/11/2021,Ellie,0.004
15,p_caudatum,1,25/11/2021,Ellie,0.002
15,p_caudatum,2,25/11/2021,Ellie,0.002
15,p_caudatum,3,25/11/2021,Ellie,0.004
15,p_caudatum,4,25/11/2021,Ellie,0.004
15,philodina,1,25/11/2021,Francesco,0.001
15,philodina,2,25/11/2021,Francesco,0.001
15,philodina,3,25/11/2021,Francesco,0.001
15,philodina,4,25/11/2021,Francesco,0.004
15,spirostomum,1,25/11/2021,Ellie,0.001
15,spirostomum,2,25/11/2021,Ellie,0.002
15,spirostomum,3,25/11/2021,Ellie,0.001
15,spirostomum,4,25/11/2021,Ellie,0.002
30,blepharisma,1,26/11/2021,Francesco,0.11
30,blepharisma,2,26/11/2021,Francesco,0.19
30,blepharisma,3,26/11/2021,Francesco,0.11
30,blepharisma,4,26/11/2021,Francesco,0.17
30,lepadella,1,26/11/2021,Francesco,0.004
30,lepadella,2,26/11/2021,Francesco,0.004
30,lepadella,3,26/11/2021,Francesco,0.004
30,lepadella,4,26/11/2021,Francesco,0.006
30,p_aurelia,1,26/11/2021,Francesco,0.14
30,p_aurelia,2,26/11/2021,Francesco,0.06
30,p_aurelia,3,26/11/2021,Francesco,0.04
30,p_aurelia,4,26/11/2021,Francesco,0.14
30,p_caudatum,1,26/11/2021,Francesco,0.06
30,p_caudatum,2,26/11/2021,Francesco,0.11
30,p_caudatum,3,26/11/2021,Francesco,0.09
30,p_caudatum,4,26/11/2021,Francesco,0.2
30,philodina,1,26/11/2021,Francesco,0.014
30,philodina,2,26/11/2021,Francesco,0.024
30,philodina,4,26/11/2021,Francesco,0.012
30,spirostomum,1,26/11/2021,Francesco,0
30,spirostomum,2,26/11/2021,Francesco,0.001
30,spirostomum,3,26/11/2021,Francesco,0.00012
30,spirostomum,4,26/11/2021,Francesco,0.0002
25,blepharisma,1,26/11/2021,Francesco,0.09
25,blepharisma,2,26/11/2021,Francesco,0.08
25,blepharisma,3,26/11/2021,Francesco,0.07
25,blepharisma,4,26/11/2021,Francesco,0.1
25,colpidium,1,26/11/2021,Francesco,0.6
25,colpidium,2,26/11/2021,Francesco,0.4
25,colpidium,3,26/11/2021,Francesco,0.3
25,colpidium,4,26/11/2021,Francesco,0.3
25,lepadella,1,26/11/2021,Francesco,0.06
25,lepadella,2,26/11/2021,Francesco,0.05
25,lepadella,3,26/11/2021,Francesco,0.18
25,lepadella,4,26/11/2021,Francesco,0.04
25,p_aurelia,1,26/11/2021,Francesco,0.02
25,p_aurelia,2,26/11/2021,Francesco,0.08
25,p_aurelia,3,26/11/2021,Francesco,0.2
25,p_aurelia,4,26/11/2021,Francesco,0.18
25,p_caudatum,1,26/11/2021,Francesco,0.1
25,p_caudatum,2,26/11/2021,Francesco,0.22
25,p_caudatum,3,26/11/2021,Francesco,0.06
25,p_caudatum,4,26/11/2021,Francesco,0.08
25,philodina,1,26/11/2021,Francesco,0.03
25,philodina,2,26/11/2021,Francesco,0.024
25,philodina,3,26/11/2021,Francesco,0.016
20,blepharisma,1,26/11/2021,Francesco,0.22
20,blepharisma,2,26/11/2021,Francesco,0.24
20,blepharisma,3,26/11/2021,Francesco,0.18
20,blepharisma,4,26/11/2021,Francesco,0.2
20,colpidium,1,26/11/2021,Francesco,0.65
20,colpidium,2,26/11/2021,Francesco,0.7
20,colpidium,3,26/11/2021,Francesco,0.4
20,colpidium,4,26/11/2021,Francesco,1
20,lepadella,1,26/11/2021,Francesco,0.1
20,lepadella,2,26/11/2021,Francesco,0.1
20,lepadella,3,26/11/2021,Francesco,0.16
20,lepadella,4,26/11/2021,Francesco,0.1
20,p_aurelia,1,26/11/2021,Francesco,0.1
20,p_aurelia,2,26/11/2021,Francesco,0.1
20,p_aurelia,3,26/11/2021,Francesco,0.1
20,p_aurelia,4,26/11/2021,Francesco,0.08
20,p_caudatum,1,26/11/2021,Francesco,0.08
20,p_caudatum,2,26/11/2021,Francesco,0.08
20,p_caudatum,3,26/11/2021,Francesco,0.12
20,p_caudatum,4,26/11/2021,Francesco,0.08
20,philodina,1,26/11/2021,Francesco,0.004
20,philodina,2,26/11/2021,Francesco,0.002
20,philodina,3,26/11/2021,Francesco,0.003
20,philodina,4,26/11/2021,Francesco,0.008
15,blepharisma,1,26/11/2021,Francesco,0.005
15,blepharisma,2,26/11/2021,Francesco,0.004
15,blepharisma,3,26/11/2021,Francesco,0.002
15,blepharisma,4,26/11/2021,Francesco,0.002
15,colpidium,1,26/11/2021,Francesco,0.08
15,colpidium,2,26/11/2021,Francesco,0.11
15,colpidium,3,26/11/2021,Francesco,0.1
15,colpidium,4,26/11/2021,Francesco,0.12
15,lepadella,1,26/11/2021,Francesco,0.004
15,lepadella,2,26/11/2021,Francesco,0.005
15,lepadella,3,26/11/2021,Francesco,0.004
15,lepadella,4,26/11/2021,Francesco,0.011
15,p_aurelia,1,26/11/2021,Francesco,0.008
15,p_aurelia,2,26/11/2021,Francesco,0.004
15,p_aurelia,3,26/11/2021,Francesco,0.01
15,p_aurelia,4,26/11/2021,Francesco,0.014
15,p_caudatum,1,26/11/2021,Francesco,0.006
15,p_caudatum,2,26/11/2021,Francesco,0.014
15,p_caudatum,3,26/11/2021,Francesco,0.008
15,p_caudatum,4,26/11/2021,Francesco,0.006
15,philodina,1,26/11/2021,Francesco,0.001
15,philodina,2,26/11/2021,Francesco,0.004
15,philodina,3,26/11/2021,Francesco,0.001
15,philodina,4,26/11/2021,Francesco,0.004
15,spirostomum,1,26/11/2021,Francesco,0.001
15,spirostomum,2,26/11/2021,Francesco,0.002
15,spirostomum,3,26/11/2021,Francesco,0.001
15,spirostomum,4,26/11/2021,Francesco,0.002
30,blepharisma,1,29/11/2021,Ellie,0.31
30,blepharisma,2,29/11/2021,Ellie,0.23
30,blepharisma,3,29/11/2021,Ellie,0.19
30,blepharisma,4,29/11/2021,Ellie,0.17
30,p_caudatum,1,29/11/2021,Francesco,0.01
30,p_caudatum,2,29/11/2021,Francesco,0.015
30,p_caudatum,3,29/11/2021,Francesco,0.025
30,p_caudatum,4,29/11/2021,Francesco,0.015
30,philodina,1,29/11/2021,Ellie,0.014
30,philodina,2,29/11/2021,Ellie,0.038
30,philodina,4,29/11/2021,Ellie,0.026
30,spirostomum,1,29/11/2021,Ellie,0
30,spirostomum,2,29/11/2021,Ellie,0
30,spirostomum,3,29/11/2021,Ellie,0
30,spirostomum,4,29/11/2021,Ellie,0
25,blepharisma,1,29/11/2021,Ellie,0.24
25,blepharisma,2,29/11/2021,Ellie,0.19
25,blepharisma,3,29/11/2021,Ellie,0.08
25,blepharisma,4,29/11/2021,Ellie,0.13
25,lepadella,1,29/11/2021,Francesco,0.025
25,lepadella,2,29/11/2021,Francesco,0.005
25,lepadella,3,29/11/2021,Francesco,0.085
25,lepadella,4,29/11/2021,Francesco,0.03
25,philodina,1,29/11/2021,Ellie,0.034
25,philodina,2,29/11/2021,Ellie,0.042
25,philodina,3,29/11/2021,Ellie,0.034
20,blepharisma,1,29/11/2021,Ellie,0.21
20,blepharisma,2,29/11/2021,Ellie,0.09
20,blepharisma,3,29/11/2021,Ellie,0.29
20,blepharisma,4,29/11/2021,Ellie,0.25
20,lepadella,1,29/11/2021,Ellie,0.22
20,lepadella,2,29/11/2021,Ellie,0.2
20,lepadella,3,29/11/2021,Ellie,0.24
20,lepadella,4,29/11/2021,Ellie,0.3
20,p_aurelia,1,29/11/2021,Francesco,0.11
20,p_aurelia,2,29/11/2021,Francesco,0.15
20,p_aurelia,3,29/11/2021,Francesco,0.14
20,p_aurelia,4,29/11/2021,Francesco,0.1
20,p_caudatum,1,29/11/2021,Francesco,0.06
20,p_caudatum,2,29/11/2021,Francesco,0.14
20,p_caudatum,3,29/11/2021,Francesco,0.3
20,p_caudatum,4,29/11/2021,Francesco,0.08
20,philodina,1,29/11/2021,Ellie,0.006
20,philodina,2,29/11/2021,Ellie,0.002
20,philodina,3,29/11/2021,Ellie,0.006
20,philodina,4,29/11/2021,Ellie,0.022
15,blepharisma,1,29/11/2021,Francesco,0.007
15,blepharisma,2,29/11/2021,Francesco,0.007
15,blepharisma,3,29/11/2021,Francesco,0.002
15,blepharisma,4,29/11/2021,Francesco,0.007
15,colpidium,1,29/11/2021,Ellie,0.25
15,colpidium,2,29/11/2021,Ellie,0.3
15,colpidium,3,29/11/2021,Ellie,0.43
15,colpidium,4,29/11/2021,Ellie,0.33
15,lepadella,1,29/11/2021,Ellie,0.02
15,lepadella,2,29/11/2021,Ellie,0.006
15,lepadella,3,29/11/2021,Ellie,0.004
15,lepadella,4,29/11/2021,Ellie,0.012
15,p_aurelia,1,29/11/2021,Ellie,0.06
15,p_aurelia,2,29/11/2021,Ellie,0.02
15,p_aurelia,3,29/11/2021,Ellie,0.035
15,p_aurelia,4,29/11/2021,Ellie,0.015
15,p_caudatum,1,29/11/2021,Francesco,0.026
15,p_caudatum,2,29/11/2021,Francesco,0.024
15,p_caudatum,3,29/11/2021,Francesco,0.018
15,p_caudatum,4,29/11/2021,Francesco,0.032
15,philodina,1,29/11/2021,Francesco,0.002
15,philodina,2,29/11/2021,Francesco,0.0005
15,philodina,3,29/11/2021,Francesco,0.004
15,philodina,4,29/11/2021,Francesco,0.003
15,spirostomum,1,29/11/2021,Ellie,0.004
15,spirostomum,2,29/11/2021,Ellie,0.004
15,spirostomum,3,29/11/2021,Ellie,0.003
15,spirostomum,4,29/11/2021,Ellie,0.006
30,blepharisma,1,30/11/2021,Ellie,0.2
30,blepharisma,2,30/11/2021,Ellie,0.1
30,blepharisma,3,30/11/2021,Ellie,0.1
30,blepharisma,4,30/11/2021,Ellie,0.12
30,p_caudatum,1,30/11/2021,Francesco,0.01
30,p_caudatum,2,30/11/2021,Francesco,0.004
30,p_caudatum,3,30/11/2021,Francesco,0.014
30,p_caudatum,4,30/11/2021,Francesco,0.004
30,philodina,1,30/11/2021,Ellie,0.02
30,philodina,2,30/11/2021,Ellie,0.034
30,philodina,4,30/11/2021,Ellie,0.038
25,blepharisma,1,30/11/2021,Ellie,0.08
25,blepharisma,2,30/11/2021,Ellie,0.12
25,blepharisma,3,30/11/2021,Ellie,0.11
25,blepharisma,4,30/11/2021,Ellie,0.08
25,lepadella,1,30/11/2021,Francesco,0.055
25,lepadella,2,30/11/2021,Francesco,0.012
25,lepadella,3,30/11/2021,Francesco,0.1
25,lepadella,4,30/11/2021,Francesco,0.05
25,philodina,1,30/11/2021,Ellie,0.04
25,philodina,2,30/11/2021,Ellie,0.052
25,philodina,3,30/11/2021,Ellie,0.024
20,blepharisma,1,30/11/2021,Ellie,0.22
20,blepharisma,2,30/11/2021,Ellie,0.26
20,blepharisma,3,30/11/2021,Ellie,0.24
20,blepharisma,4,30/11/2021,Ellie,0.27
20,lepadella,1,30/11/2021,Francesco,0.15
20,lepadella,2,30/11/2021,Francesco,0.15
20,lepadella,3,30/11/2021,Francesco,0.17
20,lepadella,4,30/11/2021,Francesco,0.22
20,p_aurelia,1,30/11/2021,Ellie,0.12
20,p_aurelia,2,30/11/2021,Ellie,0.34
20,p_aurelia,3,30/11/2021,Ellie,0.26
20,p_aurelia,4,30/11/2021,Ellie,0.12
20,p_caudatum,1,30/11/2021,Francesco,0.06
20,p_caudatum,2,30/11/2021,Francesco,0.06
20,p_caudatum,3,30/11/2021,Francesco,0.25
20,p_caudatum,4,30/11/2021,Francesco,0.04
20,philodina,1,30/11/2021,Ellie,0.004
20,philodina,2,30/11/2021,Ellie,0.008
20,philodina,3,30/11/2021,Ellie,0.004
20,philodina,4,30/11/2021,Ellie,0.008
15,blepharisma,1,30/11/2021,Francesco,0.007
15,blepharisma,2,30/11/2021,Francesco,0.007
15,blepharisma,3,30/11/2021,Francesco,0.004
15,blepharisma,4,30/11/2021,Francesco,0.011
15,colpidium,1,30/11/2021,Ellie,0.65
15,colpidium,2,30/11/2021,Ellie,0.35
15,colpidium,3,30/11/2021,Ellie,0.9
15,colpidium,4,30/11/2021,Ellie,0.55
15,lepadella,1,30/11/2021,Ellie,0.014
15,lepadella,2,30/11/2021,Ellie,0.008
15,lepadella,3,30/11/2021,Ellie,0.018
15,lepadella,4,30/11/2021,Ellie,0.02
15,p_aurelia,1,30/11/2021,Ellie,0.04
15,p_aurelia,2,30/11/2021,Ellie,0.06
15,p_aurelia,3,30/11/2021,Ellie,0.06
15,p_aurelia,4,30/11/2021,Ellie,0.065
15,p_caudatum,1,30/11/2021,Ellie,0.03
15,p_caudatum,2,30/11/2021,Ellie,0.032
15,p_caudatum,3,30/11/2021,Ellie,0.05
15,p_caudatum,4,30/11/2021,Ellie,0.05
15,philodina,1,30/11/2021,Francesco,0.003
15,philodina,2,30/11/2021,Francesco,0.003
15,philodina,3,30/11/2021,Francesco,0.005
15,philodina,4,30/11/2021,Francesco,0.004
15,spirostomum,1,30/11/2021,Ellie,0.004
15,spirostomum,2,30/11/2021,Ellie,0.002
15,spirostomum,3,30/11/2021,Ellie,0.004
15,spirostomum,4,30/11/2021,Ellie,0.006
30,blepharisma,1,01/12/2021,Francesco,0.24
30,blepharisma,2,01/12/2021,Francesco,0.19
30,blepharisma,3,01/12/2021,Francesco,0.11
30,blepharisma,4,01/12/2021,Francesco,0.1
30,p_caudatum,1,01/12/2021,Francesco,0.01
30,p_caudatum,2,01/12/2021,Francesco,0.005
30,p_caudatum,3,01/12/2021,Francesco,0.023333333
30,p_caudatum,4,01/12/2021,Francesco,0.006666667
30,philodina,1,01/12/2021,Ellie,0.02
30,philodina,2,01/12/2021,Ellie,0.038
30,philodina,4,01/12/2021,Ellie,0.028
25,blepharisma,1,01/12/2021,Ellie,0.09
25,blepharisma,2,01/12/2021,Ellie,0.16
25,blepharisma,3,01/12/2021,Ellie,0.11
25,blepharisma,4,01/12/2021,Ellie,0.09
25,lepadella,1,01/12/2021,Francesco,0.02
25,lepadella,2,01/12/2021,Francesco,0.02
25,lepadella,3,01/12/2021,Francesco,0.02
25,lepadella,4,01/12/2021,Francesco,0.02
25,philodina,1,01/12/2021,Ellie,0.05
25,philodina,2,01/12/2021,Ellie,0.036
25,philodina,3,01/12/2021,Ellie,0.032
20,blepharisma,1,01/12/2021,Ellie,0.19
20,blepharisma,2,01/12/2021,Ellie,0.23
20,blepharisma,3,01/12/2021,Ellie,0.23
20,blepharisma,4,01/12/2021,Ellie,0.14
20,lepadella,1,01/12/2021,Francesco,0.13
20,lepadella,2,01/12/2021,Francesco,0.12
20,lepadella,3,01/12/2021,Francesco,0.14
20,lepadella,4,01/12/2021,Francesco,0.17
20,p_aurelia,1,01/12/2021,Francesco,0.02
20,p_aurelia,2,01/12/2021,Francesco,0.11
20,p_aurelia,3,01/12/2021,Francesco,0.09
20,p_aurelia,4,01/12/2021,Francesco,0.14
20,p_caudatum,1,01/12/2021,Ellie,0.06
20,p_caudatum,2,01/12/2021,Ellie,0.16
20,p_caudatum,3,01/12/2021,Ellie,0.18
20,p_caudatum,4,01/12/2021,Ellie,0.16
20,philodina,1,01/12/2021,Ellie,0.012
20,philodina,2,01/12/2021,Ellie,0.008
20,philodina,3,01/12/2021,Ellie,0.006
20,philodina,4,01/12/2021,Ellie,0.028
15,blepharisma,1,01/12/2021,Francesco,0.012
15,blepharisma,2,01/12/2021,Francesco,0.012
15,blepharisma,3,01/12/2021,Francesco,0.011
15,blepharisma,4,01/12/2021,Francesco,0.011
15,colpidium,1,01/12/2021,Ellie,0.55
15,colpidium,2,01/12/2021,Ellie,0.5
15,colpidium,3,01/12/2021,Ellie,0.9
15,colpidium,4,01/12/2021,Ellie,0.65
15,lepadella,1,01/12/2021,Ellie,0.022
15,lepadella,2,01/12/2021,Ellie,0.026
15,lepadella,3,01/12/2021,Ellie,0.026
15,lepadella,4,01/12/2021,Ellie,0.03
15,p_aurelia,1,01/12/2021,Francesco,0.01
15,p_aurelia,2,01/12/2021,Francesco,0.1
15,p_aurelia,3,01/12/2021,Francesco,0.08
15,p_aurelia,4,01/12/2021,Francesco,0.065
15,p_caudatum,1,01/12/2021,Ellie,0.03
15,p_caudatum,2,01/12/2021,Ellie,0.04
15,p_caudatum,3,01/12/2021,Ellie,0.04
15,p_caudatum,4,01/12/2021,Ellie,0.04
15,philodina,1,01/12/2021,Ellie,0.004
15,philodina,2,01/12/2021,Ellie,0.001
15,philodina,3,01/12/2021,Ellie,0.002
15,philodina,4,01/12/2021,Ellie,0.002
15,spirostomum,1,01/12/2021,Francesco,0.004
15,spirostomum,2,01/12/2021,Francesco,0.004
15,spirostomum,3,01/12/2021,Francesco,0.004
